#: table_doi: 10.17182/hepdata.68951.v1/t3
#: name: Table 3
#: description: HERA combined reduced cross sections $\sigma_{r,\rm NC}^{+}$ for NC $e^{+}p$ scattering at $\sqrt{s} = 251$ GeV;
$\delta_{\rm stat}$, $\delta_{\rm uncor}$ and $\delta_{\rm cor}$ represent the statistical, uncorrelated systematic and correlated systematic uncertainties, respectively;
$\delta_{\rm rel}$, $\delta_{\gamma p}$, $\delta_{\rm had}$ and $\delta_{1}$ to $\delta_{4}$ are the correlated sources of uncertainties arising from the combination procedure.
The uncertainties are quoted in percent relative to $\sigma_{r,\rm NC}^{+}$.

#: data_file: Table3.yaml
#: keyword reactions: E+ P --> E+ X
#: keyword observables: SIG
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Electron production | Neutral Current | Deep Inelastic Scattering
#: keyword cmenergies: 251.0
#: RE,E+ P --> E+ X
#: SQRT(S) [GeV],251.0
Q**2 [GEV**2],XB,"$\sigma_{r,\rm NC}^{+}$",stat +,stat -,"sys,uncor +","sys,uncor -","sys,cor +","sys,cor -","sys,rel +","sys,rel -","sys,$\gamma p$ +","sys,$\gamma p$ -","sys,had +","sys,had -","sys,1 +","sys,1 -","sys,2 +","sys,2 -","sys,3 +","sys,3 -","sys,4 +","sys,4 -"
35.0,0.00106,1.319,2.72,-2.72,2.11,-2.11,1.32,-1.32,1.05,-1.05,-0.16,0.16,-0.18,0.18,-0.02,0.02,-0.14,0.14,0.06,-0.06,0.42,-0.42
35.0,0.00123,1.247,2.33,-2.33,1.7,-1.7,1.24,-1.24,0.7,-0.7,-0.12,0.12,-0.1,0.1,-0.01,0.01,0.4,-0.4,0.06,-0.06,0.31,-0.31
35.0,0.00141,1.241,1.25,-1.25,1.3,-1.3,1.18,-1.18,0.8,-0.8,-0.13,0.13,-0.08,0.08,-0.02,0.02,0.19,-0.19,0.06,-0.06,0.39,-0.39
35.0,0.0018,1.12,1.83,-1.83,1.34,-1.34,1.27,-1.27,0.88,-0.88,-0.13,0.13,-0.08,0.08,0.0,-0.0,0.13,-0.13,0.06,-0.06,0.45,-0.45
35.0,0.00223,1.111,1.68,-1.68,1.89,-1.89,1.29,-1.29,0.88,-0.88,-0.12,0.12,0.05,-0.05,-0.01,0.01,0.33,-0.33,0.05,-0.05,0.4,-0.4
35.0,0.0027,0.982,1.71,-1.71,1.8,-1.8,1.29,-1.29,0.93,-0.93,-0.13,0.13,-0.07,0.07,-0.01,0.01,-0.32,0.32,0.06,-0.06,0.5,-0.5
35.0,0.00345,0.964,1.83,-1.83,1.91,-1.91,1.3,-1.3,0.8,-0.8,-0.1,0.1,0.05,-0.05,0.0,-0.0,0.53,-0.53,0.06,-0.06,0.36,-0.36
35.0,0.0043,0.862,1.64,-1.64,1.39,-1.39,1.32,-1.32,0.96,-0.96,-0.13,0.13,-0.08,0.08,-0.01,0.01,-0.67,0.67,0.06,-0.06,0.62,-0.62
35.0,0.00575,0.861,2.99,-2.99,2.2,-2.2,1.65,-1.65,1.39,-1.39,-0.2,0.2,0.09,-0.09,-0.03,0.03,-0.54,0.54,0.06,-0.06,0.54,-0.54
45.0,0.000838,1.432,5.99,-5.99,3.37,-3.37,3.16,-3.16,-0.04,0.04,-0.04,0.04,-0.12,0.12,-0.01,0.01,-1.89,1.89,0.1,-0.1,-0.08,0.08
45.0,0.000934,1.32,4.31,-4.31,3.22,-3.22,1.69,-1.69,0.2,-0.2,-0.08,0.08,-0.17,0.17,-0.02,0.02,-0.48,0.48,0.07,-0.07,-0.08,0.08
45.0,0.00104,1.349,3.41,-3.41,2.34,-2.34,1.16,-1.16,0.27,-0.27,-0.09,0.09,-0.19,0.19,-0.01,0.01,0.27,-0.27,0.07,-0.07,0.09,-0.09
45.0,0.00118,1.298,2.65,-2.65,1.95,-1.95,1.16,-1.16,0.58,-0.58,-0.12,0.12,-0.29,0.29,-0.02,0.02,0.21,-0.21,0.06,-0.06,0.22,-0.22
45.0,0.00127,1.286,2.87,-2.87,2.18,-2.18,1.2,-1.2,0.28,-0.28,-0.09,0.09,-0.12,0.12,-0.01,0.01,0.32,-0.32,0.07,-0.07,0.09,-0.09
45.0,0.00137,1.292,3.08,-3.08,2.2,-2.2,1.32,-1.32,0.67,-0.67,-0.12,0.12,-0.26,0.26,-0.02,0.02,0.28,-0.28,0.06,-0.06,0.36,-0.36
45.0,0.00159,1.192,2.62,-2.62,2.44,-2.44,1.2,-1.2,0.41,-0.41,-0.09,0.09,-0.1,0.1,-0.01,0.01,0.2,-0.2,0.06,-0.06,0.16,-0.16
45.0,0.00181,1.178,1.39,-1.39,1.26,-1.26,1.16,-1.16,0.66,-0.66,-0.11,0.11,-0.08,0.08,-0.01,0.01,0.36,-0.36,0.06,-0.06,0.28,-0.28
45.0,0.00229,1.114,1.91,-1.91,1.47,-1.47,1.23,-1.23,0.58,-0.58,-0.1,0.1,-0.08,0.08,0.0,-0.0,-0.12,0.12,0.07,-0.07,0.31,-0.31
45.0,0.00286,1.103,1.71,-1.71,1.9,-1.9,1.29,-1.29,0.74,-0.74,-0.1,0.1,0.05,-0.05,0.0,-0.0,0.55,-0.55,0.06,-0.06,0.36,-0.36
45.0,0.0033,1.006,1.68,-1.68,1.74,-1.74,1.24,-1.24,0.67,-0.67,-0.11,0.11,-0.07,0.07,0.0,-0.0,-0.34,0.34,0.07,-0.07,0.35,-0.35
45.0,0.00444,0.94,1.87,-1.87,1.92,-1.92,1.32,-1.32,0.91,-0.91,-0.11,0.11,0.05,-0.05,0.0,-0.0,0.41,-0.41,0.06,-0.06,0.38,-0.38
45.0,0.0055,0.89,1.5,-1.5,1.63,-1.63,1.27,-1.27,0.72,-0.72,-0.12,0.12,-0.09,0.09,-0.01,0.01,-0.74,0.74,0.07,-0.07,0.48,-0.48
45.0,0.0074,0.828,3.14,-3.14,2.23,-2.23,1.63,-1.63,1.43,-1.43,-0.19,0.19,0.08,-0.08,-0.02,0.02,-0.38,0.38,0.06,-0.06,0.51,-0.51
60.0,0.00112,1.276,7.05,-7.05,3.22,-3.22,3.06,-3.06,-0.03,0.03,-0.04,0.04,-0.11,0.11,-0.01,0.01,-1.53,1.53,0.09,-0.09,-0.07,0.07
60.0,0.00125,1.419,4.1,-4.1,2.43,-2.43,1.88,-1.88,-0.02,0.02,-0.06,0.06,-0.13,0.13,-0.01,0.01,-0.92,0.92,0.07,-0.07,-0.02,0.02
60.0,0.00139,1.358,4.17,-4.17,2.38,-2.38,1.59,-1.59,0.09,-0.09,-0.07,0.07,-0.13,0.13,-0.01,0.01,-0.44,0.44,0.07,-0.07,-0.09,0.09
60.0,0.00158,1.324,3.9,-3.9,2.73,-2.73,1.17,-1.17,0.26,-0.26,-0.09,0.09,-0.08,0.08,-0.02,0.02,-0.2,0.2,0.07,-0.07,0.08,-0.08
60.0,0.00171,1.297,3.42,-3.42,2.53,-2.53,1.22,-1.22,0.12,-0.12,-0.07,0.07,-0.1,0.1,-0.01,0.01,0.66,-0.66,0.06,-0.06,-0.11,0.11
60.0,0.00182,1.26,4.23,-4.23,2.54,-2.54,1.3,-1.3,0.77,-0.77,-0.11,0.11,-0.1,0.1,-0.02,0.02,0.37,-0.37,0.06,-0.06,0.35,-0.35
60.0,0.00211,1.115,3.19,-3.19,2.2,-2.2,1.21,-1.21,0.22,-0.22,-0.06,0.06,-0.08,0.08,0.01,-0.01,0.4,-0.4,0.07,-0.07,-0.04,0.04
60.0,0.00242,1.169,1.59,-1.59,1.38,-1.38,1.16,-1.16,0.48,-0.48,-0.09,0.09,-0.07,0.07,-0.01,0.01,0.38,-0.38,0.06,-0.06,0.24,-0.24
60.0,0.00305,1.098,2.24,-2.24,1.68,-1.68,1.2,-1.2,0.3,-0.3,-0.08,0.08,-0.08,0.08,0.0,-0.0,-0.16,0.16,0.06,-0.06,0.13,-0.13
60.0,0.00382,1.015,1.98,-1.98,1.94,-1.94,1.28,-1.28,0.75,-0.75,-0.11,0.11,0.05,-0.05,0.0,-0.0,0.53,-0.53,0.07,-0.07,0.37,-0.37
60.0,0.0046,0.949,1.96,-1.96,1.93,-1.93,1.21,-1.21,0.39,-0.39,-0.09,0.09,-0.08,0.08,0.0,-0.0,-0.41,0.41,0.07,-0.07,0.22,-0.22
60.0,0.00592,0.994,1.97,-1.97,1.96,-1.96,1.3,-1.3,0.91,-0.91,-0.13,0.13,0.06,-0.06,-0.01,0.01,0.25,-0.25,0.06,-0.06,0.41,-0.41
60.0,0.0073,0.817,1.74,-1.74,1.46,-1.46,1.26,-1.26,0.41,-0.41,-0.09,0.09,-0.08,0.08,-0.01,0.01,-1.11,1.11,0.07,-0.07,0.33,-0.33
60.0,0.00986,0.773,3.39,-3.39,2.3,-2.3,1.38,-1.38,0.83,-0.83,-0.09,0.09,0.05,-0.05,0.01,-0.01,0.63,-0.63,0.06,-0.06,0.34,-0.34
90.0,0.00167,1.327,7.81,-7.81,2.91,-2.91,3.03,-3.03,-0.04,0.04,-0.05,0.05,-0.11,0.11,-0.02,0.02,-1.49,1.49,0.06,-0.06,-0.08,0.08
90.0,0.00187,1.392,4.56,-4.56,2.39,-2.39,1.89,-1.89,0.08,-0.08,-0.06,0.06,-0.13,0.13,-0.01,0.01,-0.5,0.5,0.06,-0.06,-0.06,0.06
90.0,0.00209,1.299,4.15,-4.15,2.1,-2.1,1.83,-1.83,0.0,-0.0,-0.06,0.06,-0.13,0.13,-0.02,0.02,-0.31,0.31,0.06,-0.06,-0.05,0.05
90.0,0.00237,1.305,4.12,-4.12,2.53,-2.53,1.81,-1.81,0.05,-0.05,-0.06,0.06,-0.11,0.11,-0.01,0.01,0.05,-0.05,0.06,-0.06,-0.09,0.09
90.0,0.0025,1.153,4.13,-4.13,3.26,-3.26,1.22,-1.22,-0.04,0.04,-0.06,0.06,-0.11,0.11,0.0,-0.0,-0.17,0.17,0.07,-0.07,-0.14,0.14
90.0,0.003,1.159,3.56,-3.56,2.8,-2.8,1.23,-1.23,-0.05,0.05,-0.05,0.05,-0.09,0.09,0.0,-0.0,0.52,-0.52,0.07,-0.07,-0.21,0.21
90.0,0.00362,1.124,2.13,-2.13,1.63,-1.63,1.15,-1.15,0.34,-0.34,-0.07,0.07,-0.07,0.07,0.0,-0.0,0.22,-0.22,0.06,-0.06,0.15,-0.15
90.0,0.0046,1.018,2.62,-2.62,1.96,-1.96,1.2,-1.2,0.1,-0.1,-0.06,0.06,-0.08,0.08,0.0,-0.0,-0.33,0.33,0.07,-0.07,-0.05,0.05
90.0,0.00573,0.922,2.37,-2.37,2.01,-2.01,1.29,-1.29,0.72,-0.72,-0.12,0.12,0.05,-0.05,-0.02,0.02,0.41,-0.41,0.06,-0.06,0.39,-0.39
90.0,0.0064,0.948,2.2,-2.2,2.1,-2.1,1.2,-1.2,0.15,-0.15,-0.06,0.06,-0.07,0.07,0.0,-0.0,-0.64,0.64,0.07,-0.07,0.04,-0.04
90.0,0.00888,0.871,2.31,-2.31,2.02,-2.02,1.3,-1.3,0.91,-0.91,-0.13,0.13,0.06,-0.06,-0.01,0.01,0.23,-0.23,0.06,-0.06,0.42,-0.42
90.0,0.0109,0.758,2.02,-2.02,1.65,-1.65,1.22,-1.22,0.17,-0.17,-0.07,0.07,-0.08,0.08,0.0,-0.0,-0.99,0.99,0.07,-0.07,0.15,-0.15
90.0,0.0148,0.756,3.84,-3.84,2.47,-2.47,1.29,-1.29,0.82,-0.82,-0.13,0.13,0.06,-0.06,-0.01,0.01,0.31,-0.31,0.06,-0.06,0.41,-0.41
120.0,0.0022,1.39,8.37,-8.37,2.74,-2.74,2.88,-2.88,-0.04,0.04,-0.04,0.04,-0.1,0.1,-0.01,0.01,-1.22,1.22,0.09,-0.09,-0.07,0.07
120.0,0.0025,1.184,7.69,-7.69,2.05,-2.05,2.76,-2.76,-0.06,0.06,-0.03,0.03,-0.08,0.08,-0.01,0.01,-0.5,0.5,0.06,-0.06,-0.06,0.06
120.0,0.0027,1.081,7.61,-7.61,5.88,-5.88,1.23,-1.23,-0.08,0.08,-0.06,0.06,-0.15,0.15,-0.01,0.01,-0.12,0.12,0.07,-0.07,-0.05,0.05
120.0,0.0028,1.176,6.9,-6.9,1.92,-1.92,2.75,-2.75,0.07,-0.07,-0.04,0.04,-0.1,0.1,0.0,-0.0,-0.21,0.21,0.03,-0.03,-0.03,0.03
120.0,0.003,1.181,6.42,-6.42,4.62,-4.62,1.3,-1.3,0.05,-0.05,-0.06,0.06,-0.11,0.11,0.0,-0.0,0.91,-0.91,0.07,-0.07,-0.25,0.25
120.0,0.0032,1.118,6.47,-6.47,1.83,-1.83,2.77,-2.77,0.05,-0.05,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.09,-0.09,0.05,-0.05,-0.06,0.06
120.0,0.0034,1.134,4.87,-4.87,3.53,-3.53,1.23,-1.23,-0.07,0.07,-0.06,0.06,-0.12,0.12,-0.01,0.01,0.39,-0.39,0.07,-0.07,-0.1,0.1
120.0,0.0036,1.192,5.65,-5.65,1.83,-1.83,2.78,-2.78,0.13,-0.13,-0.06,0.06,-0.08,0.08,-0.01,0.01,0.2,-0.2,0.07,-0.07,-0.07,0.07
120.0,0.0042,1.139,4.34,-4.34,2.96,-2.96,1.21,-1.21,-0.13,0.13,-0.04,0.04,-0.09,0.09,0.0,-0.0,0.04,-0.04,0.07,-0.07,-0.15,0.15
120.0,0.0048,1.071,2.99,-2.99,1.65,-1.65,1.5,-1.5,0.05,-0.05,-0.05,0.05,-0.07,0.07,0.0,-0.0,-0.19,0.19,0.07,-0.07,-0.13,0.13
120.0,0.0059,0.985,3.06,-3.06,2.06,-2.06,1.2,-1.2,-0.14,0.14,-0.04,0.04,-0.08,0.08,0.0,-0.0,-0.38,0.38,0.07,-0.07,-0.14,0.14
120.0,0.008,0.869,2.66,-2.66,1.9,-1.9,1.21,-1.21,-0.22,0.22,-0.03,0.03,-0.08,0.08,0.0,-0.0,-0.76,0.76,0.07,-0.07,-0.16,0.16
120.0,0.013,0.722,2.37,-2.37,2.04,-2.04,1.23,-1.23,-0.06,0.06,-0.04,0.04,-0.08,0.08,0.0,-0.0,-1.17,1.17,0.07,-0.07,0.02,-0.02
150.0,0.0028,1.313,10.23,-10.23,2.6,-2.6,3.06,-3.06,-0.05,0.05,-0.03,0.03,-0.11,0.11,-0.01,0.01,-1.86,1.86,0.08,-0.08,-0.08,0.08
150.0,0.0031,1.184,9.42,-9.42,2.04,-2.04,2.79,-2.79,0.02,-0.02,-0.04,0.04,-0.09,0.09,-0.01,0.01,-0.69,0.69,0.08,-0.08,-0.07,0.07
150.0,0.0035,1.335,7.52,-7.52,2.29,-2.29,2.75,-2.75,0.04,-0.04,-0.04,0.04,-0.09,0.09,0.0,-0.0,-0.09,0.09,0.06,-0.06,-0.04,0.04
150.0,0.0039,1.257,6.92,-6.92,1.79,-1.79,2.76,-2.76,0.03,-0.03,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.12,-0.12,0.05,-0.05,-0.05,0.05
150.0,0.0045,1.05,6.83,-6.83,1.79,-1.79,2.76,-2.76,0.07,-0.07,-0.05,0.05,-0.09,0.09,-0.01,0.01,0.13,-0.13,0.06,-0.06,-0.06,0.06
150.0,0.006,1.025,3.61,-3.61,1.41,-1.41,2.77,-2.77,0.05,-0.05,-0.05,0.05,-0.08,0.08,0.0,-0.0,0.26,-0.26,0.06,-0.06,-0.06,0.06
150.0,0.008,0.973,3.93,-3.93,1.15,-1.15,2.78,-2.78,0.14,-0.14,-0.06,0.06,-0.08,0.08,-0.01,0.01,0.28,-0.28,0.07,-0.07,-0.07,0.07
150.0,0.013,0.863,5.2,-5.2,1.84,-1.84,2.79,-2.79,0.04,-0.04,-0.05,0.05,-0.02,0.02,-0.01,0.01,0.28,-0.28,-0.1,0.1,-0.08,0.08
150.0,0.02,0.794,6.97,-6.97,2.81,-2.81,2.86,-2.86,0.12,-0.12,-0.07,0.07,0.01,-0.01,-0.01,0.01,0.28,-0.28,-0.15,0.15,-0.13,0.13
200.0,0.0037,1.318,12.81,-12.81,2.59,-2.59,3.15,-3.15,-0.06,0.06,-0.04,0.04,-0.11,0.11,-0.01,0.01,-2.14,2.14,0.06,-0.06,-0.08,0.08
200.0,0.0041,1.311,11.44,-11.44,2.11,-2.11,2.85,-2.85,0.08,-0.08,-0.05,0.05,-0.11,0.11,-0.01,0.01,-0.86,0.86,0.05,-0.05,-0.05,0.05
200.0,0.0046,1.068,10.99,-10.99,2.2,-2.2,2.75,-2.75,0.03,-0.03,-0.03,0.03,-0.08,0.08,0.0,-0.0,-0.08,0.08,0.03,-0.03,-0.03,0.03
200.0,0.0052,1.18,8.89,-8.89,1.82,-1.82,2.76,-2.76,0.0,-0.0,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.24,-0.24,0.06,-0.06,-0.04,0.04
200.0,0.0061,1.116,8.08,-8.08,1.8,-1.8,2.76,-2.76,0.01,-0.01,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.21,-0.21,0.05,-0.05,-0.04,0.04
200.0,0.008,0.969,4.6,-4.6,1.26,-1.26,2.77,-2.77,0.1,-0.1,-0.05,0.05,-0.08,0.08,-0.01,0.01,0.24,-0.24,0.05,-0.05,-0.06,0.06
200.0,0.013,0.876,4.42,-4.42,1.26,-1.26,2.78,-2.78,0.1,-0.1,-0.05,0.05,-0.07,0.07,-0.01,0.01,0.28,-0.28,0.08,-0.08,-0.08,0.08
200.0,0.02,0.765,4.91,-4.91,0.9,-0.9,2.78,-2.78,0.12,-0.12,-0.05,0.05,-0.11,0.11,-0.01,0.01,0.28,-0.28,-0.09,0.09,-0.03,0.03
200.0,0.032,0.619,5.46,-5.46,0.98,-0.98,2.77,-2.77,-0.01,0.01,-0.04,0.04,-0.07,0.07,-0.01,0.01,0.27,-0.27,-0.06,0.06,-0.04,0.04
200.0,0.05,0.507,6.34,-6.34,1.17,-1.17,2.78,-2.78,0.07,-0.07,-0.05,0.05,-0.06,0.06,-0.01,0.01,0.28,-0.28,-0.11,0.11,-0.06,0.06
200.0,0.08,0.419,7.37,-7.37,1.7,-1.7,2.8,-2.8,-0.09,0.09,-0.05,0.05,-0.07,0.07,-0.01,0.01,0.27,-0.27,-0.09,0.09,-0.05,0.05
200.0,0.13,0.384,7.16,-7.16,1.89,-1.89,2.82,-2.82,0.11,-0.11,-0.07,0.07,-0.09,0.09,-0.01,0.01,0.28,-0.28,-0.21,0.21,-0.07,0.07
200.0,0.18,0.311,9.17,-9.17,2.63,-2.63,2.94,-2.94,0.44,-0.44,-0.05,0.05,0.04,-0.04,0.0,-0.0,0.29,-0.29,-0.03,0.03,-0.13,0.13
200.0,0.4,0.198,10.78,-10.78,3.72,-3.72,3.24,-3.24,0.81,-0.81,-0.07,0.07,0.11,-0.11,0.01,-0.01,0.29,-0.29,0.06,-0.06,-0.2,0.2
250.0,0.0046,0.875,19.23,-19.23,2.51,-2.51,3.41,-3.41,-0.01,0.01,-0.04,0.04,-0.13,0.13,-0.01,0.01,-2.81,2.81,0.04,-0.04,-0.09,0.09
250.0,0.0052,1.098,13.92,-13.92,2.15,-2.15,2.97,-2.97,0.04,-0.04,-0.05,0.05,-0.11,0.11,-0.01,0.01,-1.19,1.19,0.05,-0.05,-0.06,0.06
250.0,0.0058,0.956,13.65,-13.65,2.26,-2.26,2.76,-2.76,-0.03,0.03,-0.04,0.04,-0.07,0.07,-0.01,0.01,0.09,-0.09,0.04,-0.04,-0.04,0.04
250.0,0.0066,0.954,11.44,-11.44,1.84,-1.84,2.76,-2.76,0.02,-0.02,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.22,-0.22,0.06,-0.06,-0.04,0.04
250.0,0.0076,1.025,9.6,-9.6,1.81,-1.81,2.76,-2.76,0.04,-0.04,-0.05,0.05,-0.08,0.08,-0.01,0.01,0.19,-0.19,0.05,-0.05,-0.05,0.05
250.0,0.01,0.96,5.09,-5.09,1.24,-1.24,2.77,-2.77,0.04,-0.04,-0.05,0.05,-0.07,0.07,-0.01,0.01,0.28,-0.28,0.06,-0.06,-0.05,0.05
250.0,0.013,0.854,5.09,-5.09,1.07,-1.07,2.77,-2.77,-0.01,0.01,-0.04,0.04,-0.06,0.06,-0.01,0.01,0.28,-0.28,0.07,-0.07,-0.06,0.06
250.0,0.02,0.77,5.22,-5.22,1.47,-1.47,2.78,-2.78,-0.01,0.01,-0.05,0.05,-0.05,0.05,-0.01,0.01,0.28,-0.28,0.1,-0.1,-0.08,0.08
250.0,0.032,0.63,5.65,-5.65,1.36,-1.36,2.79,-2.79,0.17,-0.17,-0.05,0.05,-0.13,0.13,-0.01,0.01,0.28,-0.28,-0.08,0.08,-0.02,0.02
250.0,0.05,0.549,5.84,-5.84,1.35,-1.35,2.78,-2.78,0.17,-0.17,-0.05,0.05,-0.12,0.12,-0.01,0.01,0.28,-0.28,-0.1,0.1,-0.02,0.02
250.0,0.08,0.465,6.39,-6.39,1.25,-1.25,2.79,-2.79,0.03,-0.03,-0.05,0.05,-0.13,0.13,-0.01,0.01,0.28,-0.28,-0.15,0.15,-0.01,0.01
250.0,0.13,0.393,6.18,-6.18,1.36,-1.36,2.81,-2.81,-0.01,0.01,-0.05,0.05,-0.14,0.14,-0.01,0.01,0.28,-0.28,-0.18,0.18,0.0,-0.0
250.0,0.18,0.365,6.77,-6.77,2.5,-2.5,2.86,-2.86,0.46,-0.46,-0.05,0.05,-0.04,0.04,0.0,-0.0,0.29,-0.29,-0.31,0.31,-0.05,0.05
250.0,0.4,0.167,9.74,-9.74,4.15,-4.15,3.4,-3.4,1.35,-1.35,-0.06,0.06,0.05,-0.05,0.01,-0.01,0.3,-0.3,-0.11,0.11,-0.12,0.12
300.0,0.0056,1.226,15.58,-15.58,2.52,-2.52,3.24,-3.24,-0.08,0.08,-0.03,0.03,-0.1,0.1,-0.01,0.01,-2.01,2.01,0.07,-0.07,-0.09,0.09
300.0,0.0062,0.882,17.86,-17.86,2.13,-2.13,2.87,-2.87,-0.02,0.02,-0.04,0.04,-0.1,0.1,-0.01,0.01,-1.13,1.13,0.09,-0.09,-0.07,0.07
300.0,0.0069,0.979,14.75,-14.75,2.08,-2.08,2.77,-2.77,0.06,-0.06,-0.04,0.04,-0.09,0.09,-0.01,0.01,0.28,-0.28,0.06,-0.06,-0.04,0.04
300.0,0.0079,1.046,12.67,-12.67,1.86,-1.86,2.77,-2.77,0.09,-0.09,-0.05,0.05,-0.1,0.1,0.0,-0.0,0.28,-0.28,0.05,-0.05,-0.03,0.03
300.0,0.0091,0.868,11.94,-11.94,1.84,-1.84,2.76,-2.76,0.03,-0.03,-0.04,0.04,-0.07,0.07,-0.01,0.01,0.28,-0.28,0.06,-0.06,-0.05,0.05
300.0,0.0121,0.912,5.97,-5.97,1.25,-1.25,2.76,-2.76,0.01,-0.01,-0.04,0.04,-0.06,0.06,-0.01,0.01,0.28,-0.28,0.05,-0.05,-0.05,0.05
300.0,0.02,0.667,6.31,-6.31,1.01,-1.01,2.78,-2.78,0.07,-0.07,-0.05,0.05,-0.06,0.06,-0.01,0.01,0.28,-0.28,0.07,-0.07,-0.07,0.07
300.0,0.032,0.625,6.55,-6.55,0.97,-0.97,2.77,-2.77,0.08,-0.08,-0.04,0.04,-0.11,0.11,-0.01,0.01,0.28,-0.28,-0.07,0.07,-0.02,0.02
300.0,0.05,0.545,6.74,-6.74,1.17,-1.17,2.78,-2.78,0.17,-0.17,-0.05,0.05,-0.12,0.12,-0.01,0.01,0.28,-0.28,-0.14,0.14,-0.02,0.02
300.0,0.08,0.487,7.19,-7.19,1.26,-1.26,2.79,-2.79,0.15,-0.15,-0.06,0.06,-0.13,0.13,-0.01,0.01,0.28,-0.28,-0.15,0.15,-0.01,0.01
300.0,0.13,0.379,7.19,-7.19,1.52,-1.52,2.82,-2.82,0.07,-0.07,-0.06,0.06,-0.15,0.15,-0.01,0.01,0.28,-0.28,-0.23,0.23,0.0,-0.0
300.0,0.18,0.33,7.91,-7.91,2.5,-2.5,2.87,-2.87,0.58,-0.58,-0.07,0.07,-0.1,0.1,0.0,-0.0,0.29,-0.29,-0.26,0.26,-0.04,0.04
300.0,0.4,0.16,11.5,-11.5,4.8,-4.8,3.65,-3.65,1.68,-1.68,-0.06,0.06,0.08,-0.08,0.01,-0.01,0.31,-0.31,-0.14,0.14,-0.14,0.14
400.0,0.0074,0.827,22.66,-22.66,2.56,-2.56,3.33,-3.33,-0.08,0.08,-0.04,0.04,-0.11,0.11,-0.01,0.01,-2.42,2.42,0.09,-0.09,-0.1,0.1
400.0,0.0083,0.602,22.83,-22.83,2.26,-2.26,2.79,-2.79,-0.06,0.06,-0.03,0.03,-0.08,0.08,-0.01,0.01,-0.49,0.49,0.04,-0.04,-0.05,0.05
400.0,0.0093,1.026,15.89,-15.89,1.95,-1.95,2.76,-2.76,-0.02,0.02,-0.04,0.04,-0.09,0.09,0.0,-0.0,0.15,-0.15,0.03,-0.03,-0.02,0.02
400.0,0.0105,0.887,15.4,-15.4,1.91,-1.91,2.76,-2.76,-0.01,0.01,-0.04,0.04,-0.07,0.07,-0.01,0.01,0.28,-0.28,0.06,-0.06,-0.04,0.04
400.0,0.0121,1.013,12.81,-12.81,1.85,-1.85,2.76,-2.76,0.06,-0.06,-0.04,0.04,-0.09,0.09,-0.01,0.01,0.28,-0.28,0.02,-0.02,-0.03,0.03
400.0,0.0161,0.884,6.97,-6.97,1.22,-1.22,2.77,-2.77,0.04,-0.04,-0.05,0.05,-0.07,0.07,-0.01,0.01,0.28,-0.28,0.06,-0.06,-0.05,0.05
400.0,0.032,0.65,7.15,-7.15,1.15,-1.15,2.78,-2.78,0.04,-0.04,-0.05,0.05,-0.05,0.05,-0.01,0.01,0.28,-0.28,0.09,-0.09,-0.08,0.08
400.0,0.05,0.519,7.83,-7.83,1.07,-1.07,2.79,-2.79,0.19,-0.19,-0.05,0.05,-0.13,0.13,-0.01,0.01,0.28,-0.28,-0.11,0.11,-0.01,0.01
400.0,0.08,0.453,8.42,-8.42,1.1,-1.1,2.79,-2.79,0.18,-0.18,-0.06,0.06,-0.13,0.13,-0.01,0.01,0.28,-0.28,-0.18,0.18,-0.01,0.01
400.0,0.13,0.38,8.17,-8.17,1.26,-1.26,2.8,-2.8,0.0,-0.0,-0.05,0.05,-0.15,0.15,-0.01,0.01,0.28,-0.28,-0.11,0.11,0.0,-0.0
400.0,0.18,0.353,8.44,-8.44,1.98,-1.98,2.82,-2.82,0.4,-0.4,-0.05,0.05,-0.08,0.08,0.0,-0.0,0.29,-0.29,-0.34,0.34,-0.03,0.03
400.0,0.4,0.163,12.84,-12.84,4.55,-4.55,3.65,-3.65,1.7,-1.7,-0.06,0.06,0.09,-0.09,0.01,-0.01,0.31,-0.31,-0.29,0.29,-0.13,0.13
500.0,0.0093,0.744,27.27,-27.27,2.71,-2.71,3.25,-3.25,-0.1,0.1,-0.03,0.03,-0.11,0.11,-0.01,0.01,-2.16,2.16,0.07,-0.07,-0.07,0.07
500.0,0.0104,0.739,22.59,-22.59,2.27,-2.27,2.76,-2.76,-0.02,0.02,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.2,-0.2,0.08,-0.08,-0.04,0.04
500.0,0.0116,1.188,16.0,-16.0,1.95,-1.95,2.76,-2.76,-0.01,0.01,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.28,-0.28,0.05,-0.05,-0.03,0.03
500.0,0.0131,0.862,17.53,-17.53,1.94,-1.94,2.76,-2.76,0.0,-0.0,-0.04,0.04,-0.08,0.08,-0.01,0.01,0.13,-0.13,0.05,-0.05,-0.04,0.04
500.0,0.0152,1.047,14.03,-14.03,1.88,-1.88,2.76,-2.76,-0.05,0.05,-0.03,0.03,-0.06,0.06,-0.01,0.01,0.27,-0.27,0.06,-0.06,-0.05,0.05
