q2	x	cme	f2	fl	redx
0.15	1e-05	319.0	0.155226748614206	0.000372071123079659	0.15485467749112633
0.15	1.438449888287663e-05	319.0	0.15023851805739996	0.00016781153227729128	0.15007070652512267
0.15	2.06913808111479e-05	319.0	0.14532618284460075	7.66508087836771e-05	0.14524953203581706
0.15	2.9763514416313192e-05	319.0	0.1404952433072445	3.531721466458047e-05	0.14045992609257993
0.15	4.281332398719396e-05	319.0	0.13575181512778145	1.6368490520020767e-05	0.13573544663726142
0.15	6.158482110660267e-05	319.0	0.13110285205218705	7.616130236820455e-06	0.13109523592195024
0.15	8.858667904100833e-05	319.0	0.12655514904696616	3.5528625398502153e-06	0.1265515961844263
0.15	0.00012742749857031334	319.0	0.12211418680945035	1.6601155838575509e-06	0.12211252669386649
0.15	0.00018329807108324357	319.0	0.11778680484642623	7.765156664446516e-07	0.11778602833075978
0.15	0.00026366508987303583	319.0	0.11358017904180986	3.63450436006549e-07	0.11357981559137385
0.15	0.000379269019073225	319.0	0.10950234949080163	1.7018743223208683e-07	0.1095021793033694
0.15	0.0005455594781168515	319.0	0.10556207889353804	7.971770002772941e-08	0.10556199917583801
0.15	0.0007847599703514606	319.0	0.10176803191543604	3.735275048318984e-08	0.10176799456268555
0.15	0.0011288378916846883	319.0	0.0981317999315052	1.7509409017196777e-08	0.09813178242209618
0.15	0.001623776739188721	319.0	0.09466622167545782	8.212395778547588e-09	0.09466621346306205
0.15	0.002335721469090121	319.0	0.09138156448055251	3.8548402539944535e-09	0.09138156062571226
0.15	0.003359818286283781	319.0	0.08829514179617699	1.811404085994312e-09	0.08829513998477291
0.15	0.004832930238571752	319.0	0.08542565743554653	8.524558227959736e-10	0.0854256565830907
0.15	0.0069519279617756054	319.0	0.08279194764814517	4.0196020572318277e-10	0.08279194724618497
0.15	0.01	319.0	0.08042470282898369	1.9002208358411085e-10	0.0804247026389616
0.2	1e-05	319.0	0.1892976454389376	0.0008579850543376986	0.1884396603845999
0.2	1.438449888287663e-05	319.0	0.18283966542691787	0.00038040935228951316	0.18245925607462837
0.2	2.06913808111479e-05	319.0	0.17649077541456434	0.00017151504503508882	0.17631926036952925
0.2	2.9763514416313192e-05	319.0	0.17025773857023543	7.823919496691999e-05	0.17017949937526852
0.2	4.281332398719396e-05	319.0	0.16414793516351964	3.597594831630938e-05	0.16411195921520333
0.2	6.158482110660267e-05	319.0	0.15816973593482894	1.6631691627050777e-05	0.1581531042432019
0.2	8.858667904100833e-05	319.0	0.152331161500456	7.716349046533612e-06	0.15232344515140947
0.2	0.00012742749857031334	319.0	0.14663848193456921	3.5883507086980917e-06	0.1466348935838605
0.2	0.00018329807108324357	319.0	0.14109944355320675	1.6711744380624062e-06	0.1410977723787687
0.2	0.00026366508987303583	319.0	0.1357221463105052	7.790311727779188e-07	0.13572136727933243
0.2	0.000379269019073225	319.0	0.13051545219619867	3.6336900479894534e-07	0.13051508882719387
0.2	0.0005455594781168515	319.0	0.12548892178021917	1.695596964320791e-07	0.12548875222052275
0.2	0.0007847599703514606	319.0	0.12065168831472517	7.914922351147524e-08	0.12065160916550166
0.2	0.0011288378916846883	319.0	0.11601624332924841	3.696065559845925e-08	0.11601620636859282
0.2	0.001623776739188721	319.0	0.11159591130248267	1.7268505380365768e-08	0.1115958940339773
0.2	0.002335721469090121	319.0	0.10740242515802756	8.073561239307349e-09	0.10740241708446632
0.2	0.003359818286283781	319.0	0.10345219591730172	3.778240588011402e-09	0.10345219213906114
0.2	0.004832930238571752	319.0	0.09976744016731079	1.7704787495478685e-09	0.09976743839683204
0.2	0.0069519279617756054	319.0	0.09636174671795197	8.311128220839329e-10	0.09636174588683916
0.2	0.01	319.0	0.09327246736071844	3.91053352441705e-10	0.09327246696966508
0.25	1e-05	319.0	0.2200358361930146	0.001648829123307592	0.21838700706970698
0.25	1.438449888287663e-05	319.0	0.21217814517433783	0.000719349082781988	0.21145879609155585
0.25	2.06913808111479e-05	319.0	0.2044642896895196	0.0003203591650950696	0.20414393052442453
0.25	2.9763514416313192e-05	319.0	0.1969021006931298	0.00014476655047750267	0.19675733414265228
0.25	4.281332398719396e-05	319.0	0.1894999697387505	6.60802649370886e-05	0.1894338894738134
0.25	6.158482110660267e-05	319.0	0.18226736119141787	3.037006866434518e-05	0.18223699112275352
0.25	8.858667904100833e-05	319.0	0.17521323920087808	1.4021936190197447e-05	0.1751992172646879
0.25	0.00012742749857031334	319.0	0.16834438894937992	6.4934310621902484e-06	0.16833789551831774
0.25	0.00018329807108324357	319.0	0.1616691672128268	3.012878939869281e-06	0.16166615433388692
0.25	0.00026366508987303583	319.0	0.15519618038657862	1.3996597287710058e-06	0.15519478072684983
0.25	0.000379269019073225	319.0	0.1489347657837501	6.507294361885108e-07	0.1489341150543139
0.25	0.0005455594781168515	319.0	0.14289483542046316	3.026918235080352e-07	0.14289453272863967
0.25	0.0007847599703514606	319.0	0.13708565067285222	1.4085229352888126e-07	0.1370855098205587
0.25	0.0011288378916846883	319.0	0.13152009257162703	6.556754045104029e-08	0.13152002700408658
0.25	0.001623776739188721	319.0	0.12621170799367074	3.0535902562910255e-08	0.12621167745776818
0.25	0.002335721469090121	319.0	0.12117199459150672	1.4229424896552273e-08	0.12117198036208182
0.25	0.003359818286283781	319.0	0.11641743938723273	6.636275200356055e-09	0.11641743275095753
0.25	0.004832930238571752	319.0	0.1119711049675035	3.0986195301616174e-09	0.11197110186888397
0.25	0.0069519279617756054	319.0	0.10784544334383626	1.4490844100346104e-09	0.10784544189475186
