# bk: ../bk/results/RK4/bk_MVe.csv
q2	x	cme	f2	fl	redx
1.5	1e-05	319.0	0.889184281403235	0.31329672891711113	0.5758875524861239
1.5	1.438449888287663e-05	319.0	0.8474023975329679	0.17710774975346927	0.6702946477794987
1.5	2.06913808111479e-05	319.0	0.8069112127569447	0.07551889366101322	0.7313923190959315
1.5	2.9763514416313192e-05	319.0	0.7677441872743523	0.030038245747483733	0.7377059415268686
1.5	4.281332398719396e-05	319.0	0.7299017988665721	0.01213838360365646	0.7177634152629156
1.5	6.158482110660267e-05	319.0	0.6934021818657934	0.005058825716804457	0.6883433561489889
1.5	8.858667904100833e-05	319.0	0.6582448843507712	0.002165803807483419	0.6560790805432878
1.5	0.00012742749857031334	319.0	0.6244267075596857	0.0009460709980185517	0.6234806365616671
1.5	0.00018329807108324357	319.0	0.5919412058451142	0.00041918400745515554	0.5915220218376591
1.5	0.00026366508987303583	319.0	0.5608458591169717	0.00018754696121995454	0.5606583121557518
1.5	0.000379269019073225	319.0	0.5310724976478914	8.449127771138278e-05	0.5309880063701801
1.5	0.0005455594781168515	319.0	0.502741406014479	3.823720457902438e-05	0.5027031688099
1.5	0.0007847599703514606	319.0	0.4756942469831821	1.7357327698878636e-05	0.4756768896554832
1.5	0.0011288378916846883	319.0	0.4500765636386654	7.895274331553272e-06	0.45006866836433385
1.5	0.001623776739188721	319.0	0.42582108432368826	3.5962786141296493e-06	0.42581748804507413
1.5	0.002335721469090121	319.0	0.4029277698850478	1.6397046699841242e-06	0.4029261301803778
1.5	0.003359818286283781	319.0	0.3813862445265261	7.481840850304463e-07	0.38138549634244107
1.5	0.004832930238571752	319.0	0.36122663256485743	3.416282461588199e-07	0.3612262909366113
1.5	0.0069519279617756054	319.0	0.3424652264116277	1.5610481663643147e-07	0.34246507030681106
1.5	0.01	319.0	0.3251271630145065	7.139366928091975e-08	0.32512709162083725
8.5	1e-05	319.0	2.144110164761126	0.5597125009357392	1.5843976638253867
8.5	1.438449888287663e-05	319.0	2.01407671349399	0.5795331247567025	1.4345435887372875
8.5	2.06913808111479e-05	319.0	1.8898402807330548	0.618562611380244	1.2712776693528107
8.5	2.9763514416313192e-05	319.0	1.7714847608688318	0.6704043275046452	1.1010804333641866
8.5	4.281332398719396e-05	319.0	1.6585780259079024	0.6772954031602637	0.9812826227476387
8.5	6.158482110660267e-05	319.0	1.551123594837388	0.5157449692558514	1.0353786255815365
8.5	8.858667904100833e-05	319.0	1.4488851186108667	0.26064681068570755	1.188238307925159
8.5	0.00012742749857031334	319.0	1.351704741317374	0.10499346490697795	1.246711276410396
8.5	0.00018329807108324357	319.0	1.2594805800033841	0.04062871240001393	1.2188518676033702
