q2	x	cme	f2	fl	redx
1.5	1e-05	319.0	0.6924077719330488	0.24390981945600504	0.44849795247704377
1.5	1.438449888287663e-05	319.0	0.6598368050484396	0.13788385932100983	0.5219529457274297
1.5	2.06913808111479e-05	319.0	0.6282741989291749	0.05879456451149214	0.5694796344176828
1.5	2.9763514416313192e-05	319.0	0.5977484152607992	0.023385663962103904	0.5743627512986953
1.5	4.281332398719396e-05	319.0	0.5682613309057811	0.009450253452298121	0.558811077453483
1.5	6.158482110660267e-05	319.0	0.5398238201364386	0.003938605818710681	0.535885214317728
1.5	8.858667904100833e-05	319.0	0.5124400195421411	0.0016862671274514573	0.5107537524146897
1.5	0.00012742749857031334	319.0	0.4861208370869971	0.0007366851400369374	0.48538415194696016
1.5	0.00018329807108324357	319.0	0.4608548704696006	0.0003264249871294749	0.4605284454824711
1.5	0.00026366508987303583	319.0	0.4366560845628768	0.0001460589238892213	0.43651002563898755
1.5	0.000379269019073225	319.0	0.41354620792807023	6.580061345849677e-05	0.4134804073146117
1.5	0.0005455594781168515	319.0	0.3914670226451623	2.977859474243557e-05	0.39143724405041985
1.5	0.0007847599703514606	319.0	0.3704906488597792	1.3517641601868027e-05	0.3704771312181774
1.5	0.0011288378916846883	319.0	0.35050111667424555	6.1487281114857456e-06	0.35049496794613405
1.5	0.001623776739188721	319.0	0.33161595677790817	2.8007309794242042e-06	0.33161315604692876
1.5	0.002335721469090121	319.0	0.313783919501132	1.276978832587613e-06	0.3137826425222994
1.5	0.003359818286283781	319.0	0.2969867615395161	5.826751956936617e-07	0.2969861788643204
1.5	0.004832930238571752	319.0	0.2813244958075993	2.6605525186622006e-07	0.2813242297523474
1.5	0.0069519279617756054	319.0	0.2666996637827145	1.2157222587627543e-07	0.2666995422104886
1.5	0.01	319.0	0.2532078122893196	5.5600381045068136e-08	0.2532077566889386
