q2	x	cme	f2	fl	redx
0.5	1e-06	319.0	0.41771672239817176	0.11909442844418058	0.2986222939539912
0.5	1.6237767391887209e-06	319.0	0.41771672239817176	0.14437132035303676	0.273345402045135
0.5	2.6366508987303555e-06	319.0	0.41771672239817176	0.1601089761841894	0.25760774621398236
0.5	4.281332398719396e-06	319.0	0.41564291822362137	0.10331474611446045	0.3123281721091609
0.5	6.951927961775606e-06	319.0	0.3929940552159753	0.035177906381640645	0.35781614883433466
0.5	1.1288378916846883e-05	319.0	0.3709315573629141	0.010458143547045533	0.36047341381586856
0.5	1.8329807108324375e-05	319.0	0.34945305107358426	0.0032355902247787156	0.34621746084880556
0.5	2.9763514416313192e-05	319.0	0.32861048943708143	0.0010523682451230696	0.3275581211919584
0.5	4.8329302385717524e-05	319.0	0.30846671198736475	0.00035442849115843267	0.30811228349620634
0.5	7.847599703514606e-05	319.0	0.2890204958390838	0.00012197507685428563	0.2888985207622295
0.5	0.00012742749857031334	319.0	0.27028882255130604	4.2514277188807416e-05	0.2702463082741172
0.5	0.00020691380811147902	319.0	0.2523928944487764	1.4924130133578606e-05	0.2523779703186428
0.5	0.0003359818286283781	319.0	0.23533278426010207	5.257744265084233e-06	0.235327526515837
0.5	0.0005455594781168515	319.0	0.21912050268709385	1.85544020053596e-06	0.2191186472468933
0.5	0.0008858667904100823	319.0	0.20381353148700757	6.552139925651187e-07	0.203812876273015
0.5	0.0014384498882876629	319.0	0.18943578376494122	2.3140513601079895e-07	0.18943555235980522
0.5	0.002335721469090121	319.0	0.17601574661929212	8.172239162207285e-08	0.1760156648969005
0.5	0.003792690190732246	319.0	0.1636104960775931	2.887402374448569e-08	0.16361046720356934
0.5	0.00615848211066026	319.0	0.15225984177020896	1.0210797275199594e-08	0.1522598315594117
0.5	0.01	319.0	0.14203514129012046	3.618072824043275e-09	0.14203513767204765
27.0	1e-06	319.0	3.691149494394421	0.7380221222204193	2.953127372174002
27.0	1.6237767391887209e-06	319.0	3.691149494394421	0.7415002509875963	2.949649243406825
27.0	2.6366508987303555e-06	319.0	3.691149494394421	0.7471824326788136	2.9439670617156075
27.0	4.281332398719396e-06	319.0	3.6587048860013036	0.7496191896268417	2.909085696374462
27.0	6.951927961775606e-06	319.0	3.314171658246505	0.6903014481996685	2.623870210046836
27.0	1.1288378916846883e-05	319.0	2.992126832178848	0.6416085342408486	2.3505182979379993
27.0	1.8329807108324375e-05	319.0	2.6970017456422655	0.6064649719605875	2.090536773681678
27.0	2.9763514416313192e-05	319.0	2.422761862119775	0.5897088421758182	1.8330530199439568
27.0	4.8329302385717524e-05	319.0	2.1698939612160197	0.5989381932201333	1.5709557679958865
27.0	7.847599703514606e-05	319.0	1.9359567387529382	0.6393073705385469	1.2966493682143914
27.0	0.00012742749857031334	319.0	1.7243018125743446	0.6580746317459281	1.0662271808284165
27.0	0.00020691380811147902	319.0	1.529493621465356	0.4416373380233926	1.0878562834419634
27.0	0.0003359818286283781	319.0	1.3512883514939926	0.15172669983034645	1.1995616516636463
27.0	0.0005455594781168515	319.0	1.1911082117033382	0.04144972422805157	1.1496584874752867
27.0	0.0008858667904100823	319.0	1.0450310343690539	0.011559013226280173	1.0334720211427737
27.0	0.0014384498882876629	319.0	0.9123208147432295	0.003383684807568382	0.9089371299356611
27.0	0.002335721469090121	319.0	0.7940984359882638	0.0010249508738345886	0.7930734851144292
27.0	0.003792690190732246	319.0	0.6868639690010703	0.0003164349043634483	0.6865475340967069
27.0	0.00615848211066026	319.0	0.5918171451998959	9.846935088897237e-05	0.591718675849007
27.0	0.01	319.0	0.506364576183026	3.064190802996152e-05	0.5063339342749961
