#: table_doi: 10.17182/hepdata.58304.v1/t14
#: name: Table 14
#: description: Combined reduced cross section data and F2 for Neutral Current  E+ P scattering at Q**2=1.5 GeV**2.

#: data_file: Table14.yaml
#: keyword reactions: E+ P --> E+ X
#: keyword observables: SIG | F2
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Structure Function | Electron production | Neutral Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],1.5
#: RE,E+ P --> E+ X
X,Y,Ecm,SIG(C=REDUCED),stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -,"sys,overall normalisation uncertainty. +","sys,overall normalisation uncertainty. -"
1.85e-05,0.8,319.0,0.602,3.19%,-3.19%,3.48%,-3.48%,6.12%,-6.12%,-0.26%,0.26%,8.31%,-8.31%,0.08%,-0.08%,0.5%,-0.5%
2.2e-05,0.675,319.0,0.695,1.94%,-1.94%,1.78%,-1.78%,1.69%,-1.69%,0.03%,-0.03%,0.97%,-0.97%,0.16%,-0.16%,0.5%,-0.5%
3.2e-05,0.52,301.0,0.821,1.17%,-1.17%,3.2%,-3.2%,2.12%,-2.12%,0.6%,-0.6%,5.18%,-5.18%,0.43%,-0.43%,0.5%,-0.5%
3.2e-05,0.463,319.0,0.755,1.73%,-1.73%,2.15%,-2.15%,1.13%,-1.13%,0.17%,-0.17%,0.2%,-0.2%,0.41%,-0.41%,0.5%,-0.5%
5e-05,0.296,319.0,0.763,1.04%,-1.04%,1.98%,-1.98%,1.07%,-1.07%,0.32%,-0.32%,0.74%,-0.74%,0.52%,-0.52%,0.5%,-0.5%
8e-05,0.185,319.0,0.702,1.26%,-1.26%,2.15%,-2.15%,1.31%,-1.31%,0.36%,-0.36%,0.32%,-0.32%,0.52%,-0.52%,0.5%,-0.5%
0.00013,0.114,319.0,0.649,1.46%,-1.46%,2.43%,-2.43%,1.49%,-1.49%,0.35%,-0.35%,0.46%,-0.46%,0.54%,-0.54%,0.5%,-0.5%
0.0002,0.074,319.0,0.616,2.07%,-2.07%,2.86%,-2.86%,1.59%,-1.59%,0.36%,-0.36%,0.37%,-0.37%,-0.01%,0.01%,0.5%,-0.5%
0.00032,0.046,319.0,0.58,1.48%,-1.48%,2.26%,-2.26%,1.55%,-1.55%,0.2%,-0.2%,0.58%,-0.58%,1.02%,-1.02%,0.5%,-0.5%
0.0005,0.03,319.0,0.55,2.51%,-2.51%,7.05%,-7.05%,1.83%,-1.83%,0.23%,-0.23%,0.11%,-0.11%,0.29%,-0.29%,0.5%,-0.5%
0.0008,0.019,319.0,0.493,2.36%,-2.36%,2.47%,-2.47%,1.29%,-1.29%,0.34%,-0.34%,0.38%,-0.38%,0.11%,-0.11%,0.5%,-0.5%
0.001,0.015,319.0,0.465,5.21%,-5.21%,3.74%,-3.74%,1.31%,-1.31%,0.38%,-0.38%,0.02%,-0.02%,0.56%,-0.56%,0.5%,-0.5%
0.0032,0.005,301.0,0.412,2.3%,-2.3%,2.04%,-2.04%,1.34%,-1.34%,0.43%,-0.43%,0.18%,-0.18%,-0.61%,0.61%,0.5%,-0.5%
0.013,0.001,319.0,0.324,4.01%,-4.01%,2.49%,-2.49%,4.81%,-4.81%,-0.29%,0.29%,1.08%,-1.08%,-1.42%,1.42%,0.5%,-0.5%

#: Q**2 [GeV^2],1.5
#: RE,E+ P --> E+ X
X,Y,Ecm, F2,"sys,overall normalisation uncertainty. +","sys,overall normalisation uncertainty. -"
1.85e-05,0.8,319.0,-,0,0
2.2e-05,0.675,319.0,-,0,0
3.2e-05,0.52,301.0,0.847,0.5%,-0.5%
3.2e-05,0.463,319.0,0.774,0.5%,-0.5%
5e-05,0.296,319.0,0.77,0.5%,-0.5%
8e-05,0.185,319.0,0.705,0.5%,-0.5%
0.00013,0.114,319.0,0.649,0.5%,-0.5%
0.0002,0.074,319.0,0.616,0.5%,-0.5%
0.00032,0.046,319.0,0.58,0.5%,-0.5%
0.0005,0.03,319.0,0.55,0.5%,-0.5%
0.0008,0.019,319.0,0.493,0.5%,-0.5%
0.001,0.015,319.0,0.465,0.5%,-0.5%
0.0032,0.005,301.0,0.412,0.5%,-0.5%
0.013,0.001,319.0,0.324,0.5%,-0.5%

