#: table_doi: 10.17182/hepdata.58304.v1/t1
#: name: Table 1
#: description: Combined reduced cross section data and F2 for Neutral Current  E+ P scattering at Q**2=0.045 GeV**2.

#: data_file: Table1.yaml
#: keyword reactions: E+ P --> E+ X
#: keyword observables: SIG | F2
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Structure Function | Electron production | Neutral Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],0.045
#: RE,E+ P --> E+ X
X,Y,Ecm,SIG(C=REDUCED),stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -,"sys,overall normalisation uncertainty. +","sys,overall normalisation uncertainty. -"
6.21e-07,0.803,301.0,0.08,5.05%,-5.05%,1.5%,-1.5%,7.29%,-7.29%,2.83%,-2.83%,2.28%,-2.28%,1.14%,-1.14%,0.5%,-0.5%

#: Q**2 [GeV^2],0.045
#: RE,E+ P --> E+ X
X,Y,Ecm, F2
6.21e-07,0.803,301.0,-

