#: table_doi: 10.17182/hepdata.58304.v1/t85
#: name: Table 85
#: description: Combined double differential cross section and reduced cross section data for Charged Current  E- P scattering at Q**2=3000. GeV**2.

#: data_file: Table85.yaml
#: keyword reactions: E- P --> NUE X
#: keyword observables: DSIG/DX/DQ**2 | SIG
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Single Differential Cross Section | Charged Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],3000.0
#: RE,E- P --> NUE X
X,Y,Ecm,D2(SIG)/DX/DQ**2 [PB/GEV**2],stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -
0.08,0.371,319.0,0.0333,9.91%,-9.91%,2.6%,-2.6%,1.75%,-1.75%,-0.1%,0.1%,0.0%,-0.0%,0.28%,-0.28%
0.13,0.228,319.0,0.0211,10.88%,-10.88%,3.49%,-3.49%,1.45%,-1.45%,0.84%,-0.84%,0.01%,-0.01%,-0.01%,0.01%
0.25,0.119,319.0,0.00746,13.44%,-13.44%,3.33%,-3.33%,1.36%,-1.36%,-0.08%,0.08%,0.0%,-0.0%,0.21%,-0.21%
0.4,0.074,319.0,0.00246,26.82%,-26.82%,10.03%,-10.03%,2.99%,-2.99%,1.59%,-1.59%,-0.05%,0.05%,-1.08%,1.08%

#: Q**2 [GeV^2],3000.0
#: RE,E- P --> NUE X
X,Y,Ecm, SIG(C=REDUCED)
0.08,0.371,319.0,0.677
0.13,0.228,319.0,0.698
0.25,0.119,319.0,0.474
0.4,0.074,319.0,0.25

