#: table_doi: 10.17182/hepdata.58304.v1/t73
#: name: Table 73
#: description: Combined double differential cross section and reduced cross section data for Charged Current  E+ P scattering at Q**2=1000. GeV**2.

#: data_file: Table73.yaml
#: keyword reactions: E+ P --> NUEBAR X
#: keyword observables: DSIG/DX/DQ**2 | SIG
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Single Differential Cross Section | Charged Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],1000.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm,D2(SIG)/DX/DQ**2 [PB/GEV**2],stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -
0.013,0.76,319.0,0.323,10.67%,-10.67%,2.99%,-2.99%,2.93%,-2.93%,-0.8%,0.8%,-0.03%,0.03%,0.24%,-0.24%
0.032,0.309,319.0,0.139,5.11%,-5.11%,1.38%,-1.38%,1.16%,-1.16%,0.02%,-0.02%,-0.01%,0.01%,0.04%,-0.04%
0.08,0.124,319.0,0.0434,5.73%,-5.73%,1.43%,-1.43%,0.77%,-0.77%,0.12%,-0.12%,0.02%,-0.02%,0.2%,-0.2%
0.13,0.076,319.0,0.0213,8.25%,-8.25%,2.19%,-2.19%,0.96%,-0.96%,0.29%,-0.29%,0.01%,-0.01%,0.08%,-0.08%
0.25,0.04,319.0,0.00702,13.28%,-13.28%,4.01%,-4.01%,1.8%,-1.8%,1.01%,-1.01%,-0.01%,0.01%,-0.38%,0.38%

#: Q**2 [GeV^2],1000.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm, SIG(C=REDUCED)
0.013,0.76,319.0,0.664
0.032,0.309,319.0,0.701
0.08,0.124,319.0,0.549
0.13,0.076,319.0,0.437
0.25,0.04,319.0,0.278

