#: table_doi: 10.17182/hepdata.58304.v1/t3
#: name: Table 3
#: description: Combined reduced cross section data and F2 for Neutral Current  E+ P scattering at Q**2=0.085 GeV**2.

#: data_file: Table3.yaml
#: keyword reactions: E+ P --> E+ X
#: keyword observables: SIG | F2
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Structure Function | Electron production | Neutral Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],0.085
#: RE,E+ P --> E+ X
X,Y,Ecm,SIG(C=REDUCED),stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -,"sys,overall normalisation uncertainty. +","sys,overall normalisation uncertainty. -"
1.17e-06,0.805,301.0,0.136,2.95%,-2.95%,1.5%,-1.5%,5.54%,-5.54%,2.57%,-2.57%,2.12%,-2.12%,1.37%,-1.37%,0.5%,-0.5%
1.34e-06,0.703,301.0,0.13,2.27%,-2.27%,1.5%,-1.5%,4.01%,-4.01%,1.8%,-1.8%,1.57%,-1.57%,1.0%,-1.0%,0.5%,-0.5%
1.56e-06,0.604,301.0,0.126,4.78%,-4.78%,1.5%,-1.5%,4.52%,-4.52%,1.03%,-1.03%,0.76%,-0.76%,0.24%,-0.24%,0.5%,-0.5%

#: Q**2 [GeV^2],0.085
#: RE,E+ P --> E+ X
X,Y,Ecm, F2
1.17e-06,0.805,301.0,-
1.34e-06,0.703,301.0,-
1.56e-06,0.604,301.0,-

