#: table_doi: 10.17182/hepdata.58304.v1/t79
#: name: Table 79
#: description: Combined double differential cross section and reduced cross section data for Charged Current  E+ P scattering at Q**2=15000. GeV**2.

#: data_file: Table79.yaml
#: keyword reactions: E+ P --> NUEBAR X
#: keyword observables: DSIG/DX/DQ**2 | SIG
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Single Differential Cross Section | Charged Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],15000.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm,D2(SIG)/DX/DQ**2 [PB/GEV**2],stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -
0.25,0.593,319.0,0.00012,21.82%,-21.82%,5.09%,-5.09%,3.75%,-3.75%,1.75%,-1.75%,0.06%,-0.06%,-0.17%,0.17%
0.4,0.371,319.0,0.000113,17.93%,-17.93%,7.02%,-7.02%,3.41%,-3.41%,2.16%,-2.16%,-0.03%,0.03%,0.42%,-0.42%

#: Q**2 [GeV^2],15000.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm, SIG(C=REDUCED)
0.25,0.593,319.0,0.039
0.4,0.371,319.0,0.059

