#: table_doi: 10.17182/hepdata.58304.v1/t82
#: name: Table 82
#: description: Combined double differential cross section and reduced cross section data for Charged Current  E- P scattering at Q**2=1000. GeV**2.

#: data_file: Table82.yaml
#: keyword reactions: E- P --> NUE X
#: keyword observables: DSIG/DX/DQ**2 | SIG
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Single Differential Cross Section | Charged Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],1000.0
#: RE,E- P --> NUE X
X,Y,Ecm,D2(SIG)/DX/DQ**2 [PB/GEV**2],stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -
0.013,0.76,319.0,0.708,25.99%,-25.99%,16.51%,-16.51%,5.59%,-5.59%,-1.81%,1.81%,0.0%,-0.0%,0.07%,-0.07%
0.032,0.309,319.0,0.169,14.43%,-14.43%,4.05%,-4.05%,2.32%,-2.32%,0.28%,-0.28%,-0.01%,0.01%,0.35%,-0.35%
0.08,0.124,319.0,0.0628,13.16%,-13.16%,4.18%,-4.18%,2.13%,-2.13%,-0.15%,0.15%,0.0%,-0.0%,0.31%,-0.31%
0.13,0.076,319.0,0.0344,17.24%,-17.24%,3.71%,-3.71%,2.66%,-2.66%,-0.3%,0.3%,0.02%,-0.02%,0.47%,-0.47%
0.25,0.04,319.0,0.014,37.44%,-37.44%,10.5%,-10.5%,1.47%,-1.47%,0.16%,-0.16%,-0.01%,0.01%,-0.06%,0.06%

#: Q**2 [GeV^2],1000.0
#: RE,E- P --> NUE X
X,Y,Ecm, SIG(C=REDUCED)
0.013,0.76,319.0,1.456
0.032,0.309,319.0,0.855
0.08,0.124,319.0,0.794
0.13,0.076,319.0,0.708
0.25,0.04,319.0,0.554

