#: table_doi: 10.17182/hepdata.58304.v1/t66
#: name: Table 66
#: description: Combined reduced cross section data and F2 for Neutral Current  E- P scattering at Q**2=5000. GeV**2.

#: data_file: Table66.yaml
#: keyword reactions: E- P --> E- X
#: keyword observables: SIG | F2
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Structure Function | Electron production | Neutral Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],5000.0
#: RE,E- P --> E- X
X,Y,Ecm,SIG(C=REDUCED),stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -,"sys,overall normalisation uncertainty. +","sys,overall normalisation uncertainty. -"
0.08,0.618,319.0,0.637,7.12%,-7.12%,1.92%,-1.92%,1.45%,-1.45%,0.39%,-0.39%,-0.01%,0.01%,-0.28%,0.28%,0.5%,-0.5%
0.13,0.38,319.0,0.479,9.55%,-9.55%,2.46%,-2.46%,1.34%,-1.34%,0.34%,-0.34%,0.0%,-0.0%,-0.2%,0.2%,0.5%,-0.5%
0.18,0.274,319.0,0.425,9.68%,-9.68%,2.48%,-2.48%,1.38%,-1.38%,0.08%,-0.08%,0.0%,-0.0%,-0.01%,0.01%,0.5%,-0.5%
0.25,0.198,319.0,0.302,12.35%,-12.35%,3.53%,-3.53%,1.56%,-1.56%,1.16%,-1.16%,0.0%,-0.0%,0.2%,-0.2%,0.5%,-0.5%
0.4,0.124,319.0,0.126,18.56%,-18.56%,5.69%,-5.69%,2.01%,-2.01%,1.58%,-1.58%,0.0%,-0.0%,-0.31%,0.31%,0.5%,-0.5%
0.65,0.076,319.0,0.01,40.99%,-40.99%,17.7%,-17.7%,3.14%,-3.14%,1.73%,-1.73%,-0.03%,0.03%,0.63%,-0.63%,0.5%,-0.5%

#: Q**2 [GeV^2],5000.0
#: RE,E- P --> E- X
X,Y,Ecm, F2,"sys,overall normalisation uncertainty. +","sys,overall normalisation uncertainty. -"
0.08,0.618,319.0,-,0,0
0.13,0.38,319.0,0.394,0.5%,-0.5%
0.18,0.274,319.0,0.359,0.5%,-0.5%
0.25,0.198,319.0,0.262,0.5%,-0.5%
0.4,0.124,319.0,0.112,0.5%,-0.5%
0.65,0.076,319.0,0.009,0.5%,-0.5%

