#: table_doi: 10.17182/hepdata.58304.v1/t74
#: name: Table 74
#: description: Combined double differential cross section and reduced cross section data for Charged Current  E+ P scattering at Q**2=1500. GeV**2.

#: data_file: Table74.yaml
#: keyword reactions: E+ P --> NUEBAR X
#: keyword observables: DSIG/DX/DQ**2 | SIG
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Single Differential Cross Section | Charged Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],1500.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm,D2(SIG)/DX/DQ**2 [PB/GEV**2],stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -
0.032,0.463,319.0,0.0961,7.91%,-7.91%,1.19%,-1.19%,1.27%,-1.27%,0.11%,-0.11%,0.02%,-0.02%,0.16%,-0.16%
0.08,0.185,319.0,0.0312,7.82%,-7.82%,0.57%,-0.57%,0.82%,-0.82%,-0.18%,0.18%,0.0%,-0.0%,0.07%,-0.07%
0.13,0.114,319.0,0.0156,10.45%,-10.45%,0.74%,-0.74%,1.13%,-1.13%,-0.28%,0.28%,0.02%,-0.02%,0.09%,-0.09%
0.25,0.059,319.0,0.00555,12.65%,-12.65%,1.4%,-1.4%,1.24%,-1.24%,-0.16%,0.16%,-0.02%,0.02%,0.57%,-0.57%

#: Q**2 [GeV^2],1500.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm, SIG(C=REDUCED)
0.032,0.463,319.0,0.553
0.08,0.185,319.0,0.449
0.13,0.114,319.0,0.365
0.25,0.059,319.0,0.25

