#: table_doi: 10.17182/hepdata.58304.v1/t76
#: name: Table 76
#: description: Combined double differential cross section and reduced cross section data for Charged Current  E+ P scattering at Q**2=3000. GeV**2.

#: data_file: Table76.yaml
#: keyword reactions: E+ P --> NUEBAR X
#: keyword observables: DSIG/DX/DQ**2 | SIG
#: keyword phrases: Inclusive | Integrated Cross Section | Cross Section | Single Differential Cross Section | Charged Current | Deep Inelastic Scattering
#: Q**2 [GeV^2],3000.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm,D2(SIG)/DX/DQ**2 [PB/GEV**2],stat +,stat -,sys_1 +,sys_1 -,sys_2 +,sys_2 -,sys_3 +,sys_3 -,sys_4 +,sys_4 -,sys_5 +,sys_5 -
0.08,0.371,319.0,0.0192,5.2%,-5.2%,1.61%,-1.61%,1.13%,-1.13%,0.29%,-0.29%,0.03%,-0.03%,-0.26%,0.26%
0.13,0.228,319.0,0.00939,6.65%,-6.65%,1.54%,-1.54%,1.08%,-1.08%,0.38%,-0.38%,0.01%,-0.01%,0.08%,-0.08%
0.25,0.119,319.0,0.00284,8.98%,-8.98%,2.25%,-2.25%,1.18%,-1.18%,0.42%,-0.42%,0.0%,-0.0%,0.02%,-0.02%
0.4,0.074,319.0,0.000731,20.21%,-20.21%,5.06%,-5.06%,2.06%,-2.06%,1.08%,-1.08%,-0.06%,0.06%,0.35%,-0.35%

#: Q**2 [GeV^2],3000.0
#: RE,E+ P --> NUEBAR X
X,Y,Ecm, SIG(C=REDUCED)
0.08,0.371,319.0,0.39
0.13,0.228,319.0,0.31
0.25,0.119,319.0,0.181
0.4,0.074,319.0,0.074

