	qsq2	cme	x	sig	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	e13	e14	e15	e16	e17	e18	e19	e20
550	27.0	300.0	0.0005	1.4069999999999998	1.15	-1.15	1.46	-1.46	0.92	-0.92	0.77	-0.77	-0.59	0.59	-0.31	0.31	-0.02	0.02	0.0	-0.0	-0.21	0.21	-0.07	0.07
551	27.0	300.0	0.0008	1.286	2.46	-2.46	0.83	-0.83	0.87	-0.87	0.77	-0.77	-0.48	0.48	-0.28	0.28	0.02	-0.02	-0.02	0.02	0.02	-0.02	0.04	-0.04
552	35.0	300.0	0.0005740000000000001	1.507	1.36	-1.36	2.01	-2.01	0.99	-0.99	0.59	-0.59	-0.47	0.47	-0.35	0.35	-0.03	0.03	-0.03	0.03	-0.19	0.19	-0.14	0.14
553	35.0	300.0	0.0008	1.399	0.95	-0.95	0.81	-0.81	0.91	-0.91	0.95	-0.95	-0.6	0.6	-0.25	0.25	-0.01	0.01	-0.01	0.01	-0.15	0.15	-0.17	0.17
554	45.0	300.0	0.0008	1.486	1.81	-1.81	1.45	-1.45	1.44	-1.44	0.8	-0.8	-1.2	1.2	-0.53	0.53	-0.06	0.06	-0.07	0.07	0.08	-0.08	-0.09	0.09
555	45.0	300.0	0.0013	1.306	0.95	-0.95	0.62	-0.62	0.86	-0.86	0.73	-0.73	-0.03	0.03	0.05	-0.05	0.0	-0.0	-0.02	0.02	-0.07	0.07	-0.21	0.21
556	60.0	300.0	0.0013	1.395	1.31	-1.31	0.55	-0.55	0.91	-0.91	1.01	-1.01	-0.42	0.42	-0.23	0.23	0.0	-0.0	-0.04	0.04	-0.03	0.03	-0.27	0.27
557	70.0	300.0	0.0013	1.443	1.77	-1.77	0.6	-0.6	1.03	-1.03	1.09	-1.09	-0.44	0.44	-0.41	0.41	-0.03	0.03	-0.06	0.06	0.01	-0.01	-0.12	0.12
558	70.0	300.0	0.002	1.262	1.72	-1.72	0.33	-0.33	0.9	-0.9	0.53	-0.53	-0.22	0.22	0.06	-0.06	0.02	-0.02	-0.05	0.05	-0.04	0.04	-0.33	0.33
559	90.0	300.0	0.002	1.252	1.98	-1.98	0.35	-0.35	0.98	-0.98	1.1	-1.1	-0.32	0.32	-0.02	0.02	0.02	-0.02	-0.03	0.03	-0.05	0.05	-0.24	0.24
560	120.0	300.0	0.00212	1.3230000000000002	2.22	-2.22	0.77	-0.77	1.22	-1.22	1.26	-1.26	-0.38	0.38	-0.33	0.33	-0.02	0.02	-0.05	0.05	0.04	-0.04	0.2	-0.2
561	120.0	300.0	0.0032	1.178	1.93	-1.93	0.73	-0.73	0.88	-0.88	0.91	-0.91	-0.14	0.14	0.06	-0.06	0.02	-0.02	-0.03	0.03	-0.01	0.01	-0.15	0.15
562	150.0	300.0	0.0032	1.203	1.82	-1.82	0.89	-0.89	1.04	-1.04	0.88	-0.88	-0.37	0.37	-0.24	0.24	-0.02	0.02	-0.06	0.06	0.05	-0.05	0.14	-0.14
563	200.0	300.0	0.0032	1.17	3.8	-3.8	2.0	-2.0	1.32	-1.32	1.49	-1.49	-0.51	0.51	-0.25	0.25	0.0	-0.0	-0.04	0.04	0.03	-0.03	0.22	-0.22
564	200.0	300.0	0.005	1.072	1.89	-1.89	0.88	-0.88	0.92	-0.92	0.77	-0.77	-0.2	0.2	0.13	-0.13	0.02	-0.02	-0.03	0.03	0.0	-0.0	0.07	-0.07
565	250.0	300.0	0.005	1.078	2.3	-2.3	1.62	-1.62	1.02	-1.02	1.08	-1.08	-0.34	0.34	-0.04	0.04	0.02	-0.02	-0.02	0.02	-0.01	0.01	0.11	-0.11
566	300.0	300.0	0.005	1.126	2.94	-2.94	2.65	-2.65	0.98	-0.98	0.5	-0.5	-0.54	0.54	-0.29	0.29	0.03	-0.03	-0.04	0.04	-0.04	0.04	0.0	-0.0
567	300.0	300.0	0.008	0.977	2.29	-2.29	1.12	-1.12	0.95	-0.95	0.66	-0.66	-0.27	0.27	0.23	-0.23	0.01	-0.01	-0.05	0.05	0.07	-0.07	0.05	-0.05
568	400.0	300.0	0.008	0.956	2.63	-2.63	1.78	-1.78	0.86	-0.86	0.58	-0.58	-0.32	0.32	0.08	-0.08	0.02	-0.02	-0.04	0.04	0.03	-0.03	-0.07	0.07
570	500.0	300.0	0.008	1.021	4.21	-4.21	5.0	-5.0	1.06	-1.06	0.13	-0.13	-0.56	0.56	-0.35	0.35	0.01	-0.01	-0.03	0.03	-0.12	0.12	0.14	-0.14
572	650.0	300.0	0.0085	0.9209999999999999	4.63	-4.63	1.82	-1.82	1.35	-1.35	1.4	-1.4	-0.44	0.44	-0.33	0.33	-0.03	0.03	-0.06	0.06	0.09	-0.09	0.21	-0.21
597	1.5	251.0	2.7899999999999997e-05	0.7020000000000001	9.08	-9.08	4.93	-4.93	3.52	-3.52	2.22	-2.22	-0.37	0.37	-0.41	0.41	-0.12	0.12	-8.43	8.43	0.08	-0.08	0.8	-0.8
598	2.0	251.0	3.72e-05	0.7959999999999999	6.22	-6.22	4.33	-4.33	2.91	-2.91	1.91	-1.91	-0.31	0.31	-0.76	0.76	-0.1	0.1	-7.05	7.05	0.07	-0.07	0.66	-0.66
599	2.0	251.0	4.15e-05	0.68	7.33	-7.33	3.97	-3.97	2.54	-2.54	0.57	-0.57	-0.19	0.19	-0.34	0.34	-0.08	0.08	-2.55	2.55	0.08	-0.08	0.49	-0.49
600	2.5	251.0	4.6500000000000005e-05	0.865	5.31	-5.31	4.12	-4.12	2.76	-2.76	2.11	-2.11	-0.31	0.31	-0.39	0.39	-0.08	0.08	-6.4	6.4	0.07	-0.07	0.7	-0.7
601	2.5	251.0	5.19e-05	0.852	3.81	-3.81	3.1	-3.1	1.59	-1.59	1.44	-1.44	-0.23	0.23	-0.5	0.5	-0.05	0.05	-2.39	2.39	0.06	-0.06	0.5	-0.5
602	2.5	251.0	5.7999999999999994e-05	0.7709999999999999	4.97	-4.97	3.14	-3.14	1.33	-1.33	0.8	-0.8	-0.13	0.13	-0.18	0.18	-0.02	0.02	-0.48	0.48	0.06	-0.06	0.4	-0.4
603	3.5	251.0	6.51e-05	0.9129999999999999	5.43	-5.43	4.04	-4.04	2.82	-2.82	2.13	-2.13	-0.34	0.34	-0.65	0.65	-0.1	0.1	-6.78	6.78	0.07	-0.07	0.71	-0.71
604	3.5	251.0	7.269999999999999e-05	0.894	3.47	-3.47	2.92	-2.92	1.72	-1.72	1.46	-1.46	-0.25	0.25	-0.37	0.37	-0.06	0.06	-2.53	2.53	0.07	-0.07	0.57	-0.57
605	3.5	251.0	8.120000000000001e-05	0.889	3.11	-3.11	2.49	-2.49	1.87	-1.87	1.15	-1.15	-0.24	0.24	-0.34	0.34	-0.07	0.07	-1.72	1.72	0.07	-0.07	0.56	-0.56
606	3.5	251.0	9.209999999999999e-05	0.9440000000000001	3.35	-3.35	2.66	-2.66	1.48	-1.48	0.58	-0.58	-0.14	0.14	-0.42	0.42	-0.04	0.04	-0.18	0.18	0.07	-0.07	0.37	-0.37
607	3.5	251.0	0.000106	0.97	5.35	-5.35	3.27	-3.27	2.09	-2.09	0.56	-0.56	-0.2	0.2	-0.01	0.01	-0.06	0.06	-0.14	0.14	0.07	-0.07	0.5	-0.5
608	5.0	251.0	9.31e-05	0.887	6.33	-6.33	3.99	-3.99	3.01	-3.01	1.99	-1.99	-0.29	0.29	-0.59	0.59	-0.08	0.08	-7.35	7.35	0.07	-0.07	0.65	-0.65
609	5.0	251.0	0.00010400000000000001	0.8959999999999999	3.49	-3.49	2.84	-2.84	1.51	-1.51	1.1	-1.1	-0.19	0.19	-0.42	0.42	-0.05	0.05	-1.93	1.93	0.06	-0.06	0.46	-0.46
610	5.0	251.0	0.00011599999999999999	1.0190000000000001	2.64	-2.64	2.37	-2.37	1.43	-1.43	1.06	-1.06	-0.2	0.2	-0.22	0.22	-0.04	0.04	-1.01	1.01	0.07	-0.07	0.48	-0.48
611	5.0	251.0	0.000132	0.965	2.54	-2.54	2.33	-2.33	1.44	-1.44	1.12	-1.12	-0.2	0.2	-0.23	0.23	-0.05	0.05	-0.77	0.77	0.07	-0.07	0.49	-0.49
612	5.0	251.0	0.000152	1.02	2.42	-2.42	2.04	-2.04	1.45	-1.45	0.79	-0.79	-0.18	0.18	-0.21	0.21	-0.04	0.04	-0.19	0.19	0.07	-0.07	0.44	-0.44
613	5.0	251.0	0.00020099999999999998	0.9490000000000001	2.57	-2.57	2.06	-2.06	1.59	-1.59	0.61	-0.61	-0.16	0.16	-0.2	0.2	-0.05	0.05	-0.1	0.1	0.07	-0.07	0.42	-0.42
614	6.5	251.0	0.000121	0.937	7.04	-7.04	4.03	-4.03	3.42	-3.42	1.81	-1.81	-0.21	0.21	-0.42	0.42	-0.05	0.05	-7.69	7.69	0.06	-0.06	0.56	-0.56
615	6.5	251.0	0.000135	1.005	3.22	-3.22	2.79	-2.79	1.46	-1.46	1.57	-1.57	-0.22	0.22	-0.37	0.37	-0.05	0.05	-1.53	1.53	0.06	-0.06	0.52	-0.52
616	6.5	251.0	0.000151	1.105	2.44	-2.44	2.28	-2.28	1.37	-1.37	1.38	-1.38	-0.2	0.2	-0.39	0.39	-0.05	0.05	-0.95	0.95	0.05	-0.05	0.48	-0.48
617	6.5	251.0	0.00016299999999999998	1.18	10.62	-10.62	12.01	-12.01	1.81	-1.81	0.95	-0.95	-0.15	0.15	-0.14	0.14	-0.02	0.02	0.71	-0.71	0.07	-0.07	0.5	-0.5
618	6.5	251.0	0.000171	1.057	2.29	-2.29	2.32	-2.32	1.45	-1.45	0.73	-0.73	-0.15	0.15	-0.24	0.24	-0.04	0.04	-0.29	0.29	0.07	-0.07	0.43	-0.43
619	6.5	251.0	0.000183	1.1840000000000002	9.84	-9.84	13.94	-13.94	1.98	-1.98	1.28	-1.28	-0.18	0.18	-0.14	0.14	-0.02	0.02	0.81	-0.81	0.05	-0.05	0.3	-0.3
620	6.5	251.0	0.000197	1.112	2.04	-2.04	1.96	-1.96	1.33	-1.33	0.89	-0.89	-0.16	0.16	-0.23	0.23	-0.03	0.03	-0.12	0.12	0.06	-0.06	0.43	-0.43
621	6.5	251.0	0.00022799999999999999	1.138	9.66	-9.66	9.4	-9.4	1.79	-1.79	0.76	-0.76	-0.12	0.12	-0.11	0.11	-0.01	0.01	-0.83	0.83	0.07	-0.07	0.45	-0.45
622	6.5	251.0	0.000262	1.01	1.37	-1.37	1.81	-1.81	1.38	-1.38	0.83	-0.83	-0.16	0.16	-0.09	0.09	-0.03	0.03	-0.05	0.05	0.07	-0.07	0.45	-0.45
623	8.5	251.0	0.00015800000000000002	1.031	6.9	-6.9	3.99	-3.99	3.87	-3.87	2.57	-2.57	-0.32	0.32	-0.34	0.34	-0.09	0.09	-9.71	9.71	0.06	-0.06	0.78	-0.78
624	8.5	251.0	0.000177	1.058	3.18	-3.18	2.81	-2.81	1.46	-1.46	1.25	-1.25	-0.17	0.17	-0.39	0.39	-0.03	0.03	-0.77	0.77	0.06	-0.06	0.48	-0.48
625	8.5	251.0	0.000197	1.112	2.46	-2.46	2.24	-2.24	1.36	-1.36	1.37	-1.37	-0.21	0.21	-0.32	0.32	-0.04	0.04	-0.76	0.76	0.06	-0.06	0.56	-0.56
626	8.5	251.0	0.00022400000000000002	1.1540000000000001	2.11	-2.11	2.05	-2.05	1.26	-1.26	1.26	-1.26	-0.16	0.16	-0.22	0.22	-0.03	0.03	0.0	-0.0	0.05	-0.05	0.46	-0.46
627	8.5	251.0	0.00023999999999999998	1.146	5.87	-5.87	6.26	-6.26	1.44	-1.44	1.31	-1.31	-0.17	0.17	-0.13	0.13	-0.03	0.03	0.43	-0.43	0.06	-0.06	0.63	-0.63
628	8.5	251.0	0.000258	1.041	2.02	-2.02	1.93	-1.93	1.53	-1.53	1.07	-1.07	-0.19	0.19	-0.19	0.19	-0.03	0.03	-0.3	0.3	0.06	-0.06	0.47	-0.47
629	8.5	251.0	0.000299	1.217	6.86	-6.86	6.25	-6.25	1.68	-1.68	1.13	-1.13	-0.15	0.15	-0.1	0.1	-0.02	0.02	0.9	-0.9	0.05	-0.05	0.39	-0.39
630	8.5	251.0	0.000342	1.091	1.19	-1.19	1.76	-1.76	1.31	-1.31	0.79	-0.79	-0.15	0.15	-0.08	0.08	-0.03	0.03	0.15	-0.15	0.06	-0.06	0.41	-0.41
631	8.5	251.0	0.000433	1.092	6.83	-6.83	7.45	-7.45	1.78	-1.78	0.79	-0.79	-0.12	0.12	-0.08	0.08	-0.01	0.01	-0.14	0.14	0.06	-0.06	0.38	-0.38
632	8.5	251.0	0.000541	1.022	1.3	-1.3	1.8	-1.8	1.27	-1.27	0.8	-0.8	-0.12	0.12	0.05	-0.05	-0.01	0.01	0.37	-0.37	0.07	-0.07	0.39	-0.39
633	8.5	251.0	0.0008380000000000001	0.946	1.47	-1.47	1.85	-1.85	1.42	-1.42	0.73	-0.73	-0.14	0.14	0.06	-0.06	-0.03	0.03	0.18	-0.18	0.07	-0.07	0.44	-0.44
634	8.5	251.0	0.00103	0.6779999999999999	12.9	-12.9	13.65	-13.65	1.77	-1.77	0.48	-0.48	-0.1	0.1	-0.1	0.1	-0.01	0.01	-0.47	0.47	0.07	-0.07	0.32	-0.32
635	8.5	251.0	0.0014	0.823	2.57	-2.57	2.07	-2.07	1.41	-1.41	0.85	-0.85	-0.16	0.16	0.07	-0.07	-0.03	0.03	0.06	-0.06	0.07	-0.07	0.46	-0.46
636	12.0	251.0	0.000223	1.2930000000000001	5.39	-5.39	4.0	-4.0	2.8	-2.8	2.1	-2.1	-0.3	0.3	-0.61	0.61	-0.09	0.09	-6.55	6.55	0.07	-0.07	0.69	-0.69
637	12.0	251.0	0.00024900000000000004	1.148	2.95	-2.95	2.72	-2.72	1.44	-1.44	1.8	-1.8	-0.22	0.22	-0.31	0.31	-0.05	0.05	-1.38	1.38	0.06	-0.06	0.62	-0.62
638	12.0	251.0	0.000278	1.199	2.35	-2.35	2.17	-2.17	1.31	-1.31	1.35	-1.35	-0.17	0.17	-0.3	0.3	-0.03	0.03	-0.26	0.26	0.05	-0.05	0.49	-0.49
639	12.0	251.0	0.000295	1.176	3.77	-3.77	3.74	-3.74	1.43	-1.43	1.78	-1.78	-0.23	0.23	-0.2	0.2	-0.04	0.04	0.6	-0.6	0.06	-0.06	0.75	-0.75
640	12.0	251.0	0.00031600000000000004	1.193	2.54	-2.54	2.37	-2.37	1.37	-1.37	1.15	-1.15	-0.16	0.16	-0.27	0.27	-0.02	0.02	-0.41	0.41	0.06	-0.06	0.42	-0.42
641	12.0	251.0	0.000343	1.228	3.43	-3.43	3.12	-3.12	1.36	-1.36	1.44	-1.44	-0.2	0.2	-0.14	0.14	-0.02	0.02	0.78	-0.78	0.05	-0.05	0.68	-0.68
642	12.0	251.0	0.000364	1.176	2.12	-2.12	1.96	-1.96	1.35	-1.35	0.9	-0.9	-0.14	0.14	-0.26	0.26	-0.02	0.02	0.1	-0.1	0.06	-0.06	0.39	-0.39
643	12.0	251.0	0.00042300000000000004	1.226	4.09	-4.09	3.32	-3.32	1.37	-1.37	1.39	-1.39	-0.17	0.17	-0.1	0.1	-0.02	0.02	0.52	-0.52	0.06	-0.06	0.62	-0.62
644	12.0	251.0	0.00048300000000000003	1.124	1.18	-1.18	1.71	-1.71	1.26	-1.26	0.92	-0.92	-0.14	0.14	-0.04	0.04	-0.02	0.02	0.12	-0.12	0.06	-0.06	0.42	-0.42
645	12.0	251.0	0.000592	1.145	5.23	-5.23	4.72	-4.72	1.64	-1.64	0.89	-0.89	-0.13	0.13	-0.08	0.08	-0.01	0.01	0.33	-0.33	0.06	-0.06	0.39	-0.39
646	12.0	251.0	0.0007639999999999999	1.054	1.23	-1.23	1.82	-1.82	1.28	-1.28	0.8	-0.8	-0.12	0.12	0.06	-0.06	-0.02	0.02	0.34	-0.34	0.06	-0.06	0.4	-0.4
647	12.0	251.0	0.00091	0.965	5.51	-5.51	6.78	-6.78	1.8	-1.8	0.86	-0.86	-0.13	0.13	-0.08	0.08	0.0	-0.0	0.46	-0.46	0.06	-0.06	0.33	-0.33
648	12.0	251.0	0.00118	1.02	1.29	-1.29	1.83	-1.83	1.3	-1.3	0.85	-0.85	-0.13	0.13	0.06	-0.06	-0.01	0.01	0.25	-0.25	0.07	-0.07	0.42	-0.42
649	12.0	251.0	0.00146	0.828	5.42	-5.42	7.17	-7.17	1.83	-1.83	0.7	-0.7	-0.12	0.12	-0.11	0.11	-0.01	0.01	-1.04	1.04	0.07	-0.07	0.53	-0.53
650	12.0	251.0	0.00197	0.88	2.24	-2.24	2.0	-2.0	1.49	-1.49	1.04	-1.04	-0.18	0.18	0.07	-0.07	-0.04	0.04	-0.22	0.22	0.07	-0.07	0.5	-0.5
651	15.0	251.0	0.000279	1.147	6.2	-6.2	4.04	-4.04	2.44	-2.44	1.78	-1.78	-0.24	0.24	-0.46	0.46	-0.06	0.06	-5.39	5.39	0.07	-0.07	0.6	-0.6
652	15.0	251.0	0.000312	1.284	2.62	-2.62	2.56	-2.56	1.37	-1.37	1.08	-1.08	-0.19	0.19	-0.41	0.41	-0.05	0.05	-0.89	0.89	0.07	-0.07	0.55	-0.55
653	15.0	251.0	0.000348	1.187	2.4	-2.4	2.11	-2.11	1.25	-1.25	0.86	-0.86	-0.16	0.16	-0.22	0.22	-0.03	0.03	-0.06	0.06	0.06	-0.06	0.46	-0.46
654	15.0	251.0	0.000394	1.1740000000000002	2.19	-2.19	2.01	-2.01	1.27	-1.27	1.24	-1.24	-0.17	0.17	-0.29	0.29	-0.03	0.03	-0.11	0.11	0.06	-0.06	0.53	-0.53
655	15.0	251.0	0.00042199999999999996	1.242	2.61	-2.61	2.13	-2.13	1.32	-1.32	1.33	-1.33	-0.18	0.18	-0.14	0.14	-0.02	0.02	0.64	-0.64	0.06	-0.06	0.59	-0.59
656	15.0	251.0	0.000455	1.2590000000000001	2.33	-2.33	2.01	-2.01	1.32	-1.32	0.98	-0.98	-0.15	0.15	-0.24	0.24	-0.02	0.02	-0.06	0.06	0.06	-0.06	0.41	-0.41
657	15.0	251.0	0.000529	1.204	2.72	-2.72	1.94	-1.94	1.32	-1.32	1.25	-1.25	-0.17	0.17	-0.12	0.12	-0.02	0.02	0.26	-0.26	0.06	-0.06	0.66	-0.66
658	15.0	251.0	0.000604	1.168	1.22	-1.22	1.46	-1.46	1.26	-1.26	1.13	-1.13	-0.16	0.16	-0.07	0.07	-0.02	0.02	0.07	-0.07	0.05	-0.05	0.48	-0.48
659	15.0	251.0	0.000763	1.145	3.3	-3.3	2.6	-2.6	1.36	-1.36	1.27	-1.27	-0.15	0.15	-0.08	0.08	-0.02	0.02	0.35	-0.35	0.05	-0.05	0.61	-0.61
660	15.0	251.0	0.0009550000000000001	1.042	1.28	-1.28	1.82	-1.82	1.28	-1.28	0.73	-0.73	-0.12	0.12	0.05	-0.05	-0.01	0.01	0.52	-0.52	0.06	-0.06	0.37	-0.37
661	15.0	251.0	0.00114	1.093	3.78	-3.78	3.31	-3.31	1.44	-1.44	1.05	-1.05	-0.15	0.15	-0.09	0.09	-0.02	0.02	0.12	-0.12	0.06	-0.06	0.59	-0.59
662	15.0	251.0	0.00148	0.976	1.32	-1.32	1.83	-1.83	1.36	-1.36	1.07	-1.07	-0.14	0.14	0.07	-0.07	-0.01	0.01	0.07	-0.07	0.06	-0.06	0.44	-0.44
663	15.0	251.0	0.00182	0.847	4.43	-4.43	3.95	-3.95	1.54	-1.54	0.87	-0.87	-0.14	0.14	-0.1	0.1	-0.01	0.01	-0.64	0.64	0.07	-0.07	0.62	-0.62
664	15.0	251.0	0.00247	0.861	2.16	-2.16	1.98	-1.98	1.48	-1.48	1.25	-1.25	-0.17	0.17	0.08	-0.08	-0.02	0.02	-0.15	0.15	0.06	-0.06	0.48	-0.48
665	20.0	251.0	0.00037200000000000004	1.3319999999999999	6.47	-6.47	4.25	-4.25	2.21	-2.21	1.82	-1.82	-0.29	0.29	-0.38	0.38	-0.08	0.08	-4.26	4.26	0.08	-0.08	0.66	-0.66
666	20.0	251.0	0.00041500000000000006	1.261	3.63	-3.63	2.93	-2.93	1.39	-1.39	1.06	-1.06	-0.18	0.18	-0.37	0.37	-0.04	0.04	-1.21	1.21	0.06	-0.06	0.45	-0.45
667	20.0	251.0	0.00046399999999999995	1.294	3.04	-3.04	2.46	-2.46	1.31	-1.31	0.79	-0.79	-0.12	0.12	-0.24	0.24	-0.02	0.02	-0.09	0.09	0.06	-0.06	0.36	-0.36
668	20.0	251.0	0.000526	1.1420000000000001	3.16	-3.16	2.46	-2.46	1.33	-1.33	1.09	-1.09	-0.17	0.17	-0.35	0.35	-0.03	0.03	-0.6	0.6	0.06	-0.06	0.42	-0.42
669	20.0	251.0	0.000607	1.226	2.57	-2.57	2.06	-2.06	1.53	-1.53	1.17	-1.17	-0.16	0.16	-0.25	0.25	-0.01	0.01	-0.07	0.07	0.05	-0.05	0.41	-0.41
670	20.0	251.0	0.000805	1.2109999999999999	1.41	-1.41	1.84	-1.84	1.31	-1.31	0.91	-0.91	-0.12	0.12	-0.1	0.1	-0.01	0.01	0.25	-0.25	0.06	-0.06	0.38	-0.38
671	20.0	251.0	0.0012699999999999999	1.091	1.39	-1.39	1.84	-1.84	1.33	-1.33	0.93	-0.93	-0.11	0.11	0.05	-0.05	0.0	-0.0	0.38	-0.38	0.06	-0.06	0.39	-0.39
672	20.0	251.0	0.00197	0.982	1.44	-1.44	1.85	-1.85	1.35	-1.35	1.04	-1.04	-0.14	0.14	0.06	-0.06	-0.01	0.01	0.15	-0.15	0.06	-0.06	0.43	-0.43
673	20.0	251.0	0.00329	0.858	2.38	-2.38	2.03	-2.03	1.4	-1.4	1.09	-1.09	-0.16	0.16	0.07	-0.07	-0.02	0.02	-0.1	0.1	0.06	-0.06	0.47	-0.47
674	25.0	251.0	0.000493	1.3	2.79	-2.79	2.55	-2.55	1.3	-1.3	1.03	-1.03	-0.17	0.17	-0.36	0.36	-0.04	0.04	-0.66	0.66	0.06	-0.06	0.4	-0.4
675	25.0	251.0	0.00057	1.33	3.15	-3.15	2.69	-2.69	1.38	-1.38	0.74	-0.74	-0.15	0.15	-0.21	0.21	-0.04	0.04	-0.25	0.25	0.07	-0.07	0.48	-0.48
676	25.0	251.0	0.000616	1.2590000000000001	1.77	-1.77	1.83	-1.83	1.21	-1.21	0.83	-0.83	-0.15	0.15	-0.29	0.29	-0.03	0.03	-0.07	0.07	0.06	-0.06	0.42	-0.42
677	25.0	251.0	0.0007	1.325	2.27	-2.27	1.88	-1.88	1.25	-1.25	0.9	-0.9	-0.14	0.14	-0.12	0.12	-0.02	0.02	0.18	-0.18	0.07	-0.07	0.45	-0.45
678	25.0	251.0	0.000759	1.227	2.6	-2.6	2.06	-2.06	1.34	-1.34	0.99	-0.99	-0.17	0.17	-0.24	0.24	-0.02	0.02	-0.16	0.16	0.07	-0.07	0.45	-0.45
679	25.0	251.0	0.00088	1.248	2.16	-2.16	1.62	-1.62	1.28	-1.28	1.03	-1.03	-0.14	0.14	-0.1	0.1	-0.02	0.02	0.28	-0.28	0.06	-0.06	0.48	-0.48
680	25.0	251.0	0.00101	1.2309999999999999	1.25	-1.25	1.23	-1.23	1.21	-1.21	0.99	-0.99	-0.14	0.14	-0.07	0.07	-0.01	0.01	0.43	-0.43	0.06	-0.06	0.45	-0.45
681	25.0	251.0	0.0012699999999999999	1.12	2.0	-2.0	1.7	-1.7	1.32	-1.32	1.09	-1.09	-0.14	0.14	-0.08	0.08	-0.01	0.01	-0.03	0.03	0.06	-0.06	0.56	-0.56
682	25.0	251.0	0.00159	1.128	1.55	-1.55	1.87	-1.87	1.28	-1.28	0.75	-0.75	-0.11	0.11	0.05	-0.05	-0.01	0.01	0.5	-0.5	0.05	-0.05	0.37	-0.37
683	25.0	251.0	0.0018399999999999998	1.042	2.05	-2.05	2.2	-2.2	1.33	-1.33	1.17	-1.17	-0.14	0.14	-0.08	0.08	-0.01	0.01	0.04	-0.04	0.06	-0.06	0.58	-0.58
684	25.0	251.0	0.00247	1.02	1.58	-1.58	1.88	-1.88	1.48	-1.48	1.25	-1.25	-0.16	0.16	0.08	-0.08	-0.01	0.01	-0.1	0.1	0.06	-0.06	0.46	-0.46
685	25.0	251.0	0.003	0.92	2.16	-2.16	2.25	-2.25	1.36	-1.36	1.07	-1.07	-0.15	0.15	-0.09	0.09	-0.01	0.01	-0.62	0.62	0.06	-0.06	0.7	-0.7
686	25.0	251.0	0.00411	0.892	2.64	-2.64	2.11	-2.11	1.38	-1.38	0.91	-0.91	-0.1	0.1	0.05	-0.05	0.0	-0.0	0.49	-0.49	0.06	-0.06	0.36	-0.36
687	35.0	251.0	0.000651	1.3219999999999998	7.0	-7.0	3.79	-3.79	3.8	-3.8	0.01	-0.01	-0.05	0.05	-0.14	0.14	-0.02	0.02	-2.86	2.86	0.18	-0.18	-0.11	0.11
688	35.0	251.0	0.000727	1.3019999999999998	3.89	-3.89	3.42	-3.42	1.64	-1.64	-0.1	0.1	-0.09	0.09	-0.39	0.39	-0.04	0.04	-0.25	0.25	0.07	-0.07	0.35	-0.35
689	35.0	251.0	0.0008119999999999999	1.327	2.57	-2.57	2.07	-2.07	1.21	-1.21	0.77	-0.77	-0.16	0.16	-0.29	0.29	-0.03	0.03	-0.29	0.29	0.07	-0.07	0.31	-0.31
690	35.0	251.0	0.000921	1.329	2.29	-2.29	1.99	-1.99	1.19	-1.19	0.72	-0.72	-0.14	0.14	-0.27	0.27	-0.02	0.02	0.25	-0.25	0.06	-0.06	0.29	-0.29
691	35.0	251.0	0.001	1.217	2.64	-2.64	2.2	-2.2	1.23	-1.23	0.6	-0.6	-0.12	0.12	-0.14	0.14	-0.02	0.02	-0.12	0.12	0.07	-0.07	0.35	-0.35
692	35.0	251.0	0.00106	1.319	2.72	-2.72	2.11	-2.11	1.32	-1.32	1.05	-1.05	-0.16	0.16	-0.18	0.18	-0.02	0.02	-0.14	0.14	0.06	-0.06	0.42	-0.42
693	35.0	251.0	0.00123	1.247	2.33	-2.33	1.7	-1.7	1.24	-1.24	0.7	-0.7	-0.12	0.12	-0.1	0.1	-0.01	0.01	0.4	-0.4	0.06	-0.06	0.31	-0.31
694	35.0	251.0	0.00141	1.2409999999999999	1.25	-1.25	1.3	-1.3	1.18	-1.18	0.8	-0.8	-0.13	0.13	-0.08	0.08	-0.02	0.02	0.19	-0.19	0.06	-0.06	0.39	-0.39
695	35.0	251.0	0.0018	1.12	1.83	-1.83	1.34	-1.34	1.27	-1.27	0.88	-0.88	-0.13	0.13	-0.08	0.08	0.0	-0.0	0.13	-0.13	0.06	-0.06	0.45	-0.45
696	35.0	251.0	0.00223	1.111	1.68	-1.68	1.89	-1.89	1.29	-1.29	0.88	-0.88	-0.12	0.12	0.05	-0.05	-0.01	0.01	0.33	-0.33	0.05	-0.05	0.4	-0.4
697	35.0	251.0	0.0027	0.982	1.71	-1.71	1.8	-1.8	1.29	-1.29	0.93	-0.93	-0.13	0.13	-0.07	0.07	-0.01	0.01	-0.32	0.32	0.06	-0.06	0.5	-0.5
698	35.0	251.0	0.00345	0.9640000000000001	1.83	-1.83	1.91	-1.91	1.3	-1.3	0.8	-0.8	-0.1	0.1	0.05	-0.05	0.0	-0.0	0.53	-0.53	0.06	-0.06	0.36	-0.36
699	35.0	251.0	0.0043	0.862	1.64	-1.64	1.39	-1.39	1.32	-1.32	0.96	-0.96	-0.13	0.13	-0.08	0.08	-0.01	0.01	-0.67	0.67	0.06	-0.06	0.62	-0.62
700	35.0	251.0	0.00575	0.861	2.99	-2.99	2.2	-2.2	1.65	-1.65	1.39	-1.39	-0.2	0.2	0.09	-0.09	-0.03	0.03	-0.54	0.54	0.06	-0.06	0.54	-0.54
