s	qsq2	x	sig
319	1.5	1e-05	0.017252329384647776
319	1.5	1.2742749857031348e-05	0.018632661836567962
319	1.5	1.623776739188721e-05	0.019981549205111658
319	1.5	2.06913808111479e-05	0.020639448897521402
319	1.5	2.6366508987303556e-05	0.020666907876284665
319	1.5	3.359818286283781e-05	0.020311503992102853
319	1.5	4.281332398719396e-05	0.019757195141130408
319	1.5	5.4555947811685143e-05	0.019108300518440657
319	1.5	6.951927961775606e-05	0.01841965838549724
319	1.5	8.858667904100833e-05	0.017719387863404962
319	1.5	0.00011288378916846884	0.017022964474748905
319	1.5	0.0001438449888287663	0.01633774491075707
319	1.5	0.00018329807108324357	0.01566801299038482
319	1.5	0.00023357214690901214	0.015016442149479236
319	1.5	0.00029763514416313193	0.014383129728227891
319	1.5	0.000379269019073225	0.013769354964470381
319	1.5	0.0004832930238571752	0.013175219477650763
319	1.5	0.0006158482110660261	0.012600796322075464
319	1.5	0.0007847599703514606	0.012046035186743246
319	1.5	0.001	0.011510405286146063
319	8.5	1e-05	0.05231735132928696
319	8.5	1.333521432163324e-05	0.04837420593130794
319	8.5	1.778279410038923e-05	0.04425579638265151
319	8.5	2.3713737056616554e-05	0.039955888542911475
319	8.5	3.1622776601683795e-05	0.035752904138535414
319	8.5	4.216965034285822e-05	0.03271803423479101
319	8.5	5.623413251903491e-05	0.03270272927387011
319	8.5	7.498942093324559e-05	0.03536964242425636
319	8.5	0.0001	0.03745443463433495
319	8.5	0.0001333521432163324	0.0376123433289958
319	8.5	0.00017782794100389227	0.03647785211165761
319	8.5	0.00023713737056616554	0.03475388869955434
319	8.5	0.00031622776601683794	0.032817314997730766
319	8.5	0.00042169650342858224	0.030840048176775447
319	8.5	0.0005623413251903491	0.02889801597337586
319	8.5	0.0007498942093324559	0.027023857744711433
319	8.5	0.001	0.025230365264933895
319	8.5	0.001333521432163324	0.023523058819543825
319	8.5	0.0017782794100389228	0.02190260790054251
319	8.5	0.0023713737056616554	0.02036766444874083
319	8.5	0.0031622776601683794	0.018915964592034474
319	8.5	0.004216965034285823	0.017545012471550547
319	8.5	0.005623413251903491	0.016251555880732467
319	8.5	0.007498942093324558	0.01503287829477459
319	8.5	0.01	0.013885947393096808
319	27	1e-05	0.09486434480525452
319	27	1.333521432163324e-05	0.088699886006522
319	27	1.778279410038923e-05	0.08266577871089965
319	27	2.3713737056616554e-05	0.07671278391068431
319	27	3.1622776601683795e-05	0.07077720766030277
319	27	4.216965034285822e-05	0.06475272659874332
319	27	5.623413251903491e-05	0.05862112577141873
319	27	7.498942093324559e-05	0.05238369292554397
319	27	0.0001	0.04635367998739122
319	27	0.0001333521432163324	0.04194709479285094
319	27	0.00017782794100389227	0.041512582163438505
319	27	0.00023713737056616554	0.0445396686278376
319	27	0.00031622776601683794	0.04674263641640301
319	27	0.00042169650342858224	0.046496021905004584
319	27	0.0005623413251903491	0.044589115498342886
319	27	0.0007498942093324559	0.04197761827507512
319	27	0.001	0.03914712623646572
319	27	0.001333521432163324	0.03631653857762547
319	27	0.0017782794100389228	0.03355900586334018
319	27	0.0023713737056616554	0.03097023326781581
319	27	0.0031622776601683794	0.02850570542590006
319	27	0.004216965034285823	0.02618729390807309
319	27	0.005623413251903491	0.024012451971250057
319	27	0.007498942093324558	0.02196373968932788
319	27	0.01	0.020074994881698883
319	200	1e-05	0.21077071165308797
319	200	1.333521432163324e-05	0.1963488980821714
319	200	1.778279410038923e-05	0.18264121697643243
319	200	2.3713737056616554e-05	0.16967321388722117
319	200	3.1622776601683795e-05	0.15740428673750534
319	200	4.216965034285822e-05	0.14579005385750216
319	200	5.623413251903491e-05	0.13478325160913418
319	200	7.498942093324559e-05	0.12434778759695667
319	200	0.0001	0.1144289948036849
319	200	0.0001333521432163324	0.10497035239362004
319	200	0.00017782794100389227	0.09590686618805926
319	200	0.00023713737056616554	0.0871645844174902
319	200	0.00031622776601683794	0.07866122417175411
319	200	0.00042169650342858224	0.07032363487526264
319	200	0.0005623413251903491	0.06216826242320858
319	200	0.0007498942093324559	0.05457236964836294
319	200	0.001	0.04885293423635842
319	200	0.001333521432163324	0.047000784170034234
319	200	0.0017782794100389228	0.04811383202663602
319	200	0.0023713737056616554	0.0483086893821595
319	200	0.0031622776601683794	0.04635649053993917
319	200	0.004216965034285823	0.04315662982239577
319	200	0.005623413251903491	0.03949619589017017
319	200	0.007498942093324558	0.03585626790647012
319	200	0.01	0.03240125648469663
