# bk: ../bk/results/RK4/bk_MVe.csv
q2	x	cme	f2	fl	redx
12	1e-05	296.0	2.4717844864476106	-	-
12	1.438449888287663e-05	296.0	2.3301528657245614	-	-
12	2.06913808111479e-05	296.0	2.1933334720992317	-	-
12	2.9763514416313192e-05	296.0	2.061387452572041	-	-
12	4.281332398719396e-05	296.0	1.9343492403534148	-	-
12	6.158482110660267e-05	296.0	1.8122285068404733	-	-
12	8.858667904100833e-05	296.0	1.6950112179620458	-	-
12	0.00012742749857031334	296.0	1.5826616020759383	-	-
12	0.00018329807108324357	296.0	1.4751218048768473	-	-
12	0.00026366508987303583	296.0	1.3723153996266013	-	-
12	0.000379269019073225	296.0	1.2741523963195431	-	-
12	0.0005455594781168515	296.0	1.1805296764018316	-	-
12	0.0007847599703514606	296.0	1.0913355408745369	-	-
12	0.0011288378916846883	296.0	1.006444836638875	-	-
12	0.001623776739188721	296.0	0.9257161067826514	-	-
12	0.002335721469090121	296.0	0.8490124516819565	-	-
12	0.003359818286283781	296.0	0.7762023822940387	-	-
12	0.004832930238571752	296.0	0.7071519749889155	-	-
12	0.0069519279617756054	296.0	0.6417446469382934	-	-
12	0.01	296.0	0.5798692304351033	-	-
20	1e-05	296.0	2.6760646895160947	-	-
20	1.438449888287663e-05	296.0	2.5223085659084754	-	-
20	2.06913808111479e-05	296.0	2.373782410240137	-	-
20	2.9763514416313192e-05	296.0	2.2305522614613302	-	-
20	4.281332398719396e-05	296.0	2.0926551225017005	-	-
20	6.158482110660267e-05	296.0	1.9601009411616712	-	-
20	8.858667904100833e-05	296.0	1.8328737735432703	-	-
20	0.00012742749857031334	296.0	1.7109339061803828	-	-
20	0.00018329807108324357	296.0	1.5942174664506497	-	-
20	0.00026366508987303583	296.0	1.4826402149361144	-	-
20	0.000379269019073225	296.0	1.3761029553266946	-	-
20	0.0005455594781168515	296.0	1.2744920096174217	-	-
20	0.0007847599703514606	296.0	1.1776833168928196	-	-
20	0.0011288378916846883	296.0	1.0855381999783695	-	-
20	0.001623776739188721	296.0	0.9979007005733805	-	-
20	0.002335721469090121	296.0	0.9146182682896469	-	-
20	0.003359818286283781	296.0	0.8355358530038715	-	-
20	0.004832930238571752	296.0	0.7605166200904129	-	-
