# 	par	q2	pt_low	pt_high	order
# 	pi0	0.2	1.0	5.0	4
cme	y	pt	dN
200.0	3.3	1.0	0.03570937927632097
200.0	3.3	1.5	0.002602746380136276
200.0	3.3	2.0	0.0002601561003060177
200.0	3.3	2.5	3.6222512693450424e-05
200.0	3.3	3.0	5.980532929643952e-06
200.0	3.3	3.5	1.059801549284807e-06
200.0	3.3	4.0	1.886212722496896e-07
200.0	3.3	4.5	3.1970425541671397e-08
