q2	cme	x	redx
0.15	318.0	5.02e-06	0.18714881676489878
0.2	318.0	6.69e-06	0.22667262115173312
0.2	318.0	8.49e-06	0.2226666752152293
0.2	318.0	1.1e-05	0.21783817719771326
0.2	318.0	3.98e-05	0.19186244507653688
0.2	318.0	0.000251	0.1546538207811227
0.25	318.0	8.36e-06	0.261550006955228
0.25	318.0	1.06e-05	0.2565904490556103
0.25	318.0	1.3800000000000007e-05	0.25051375932645353
0.25	318.0	2.3e-05	0.2380256582866872
0.25	318.0	3.98e-05	0.22432801838042044
0.25	318.0	0.00011	0.1990755817193241
0.25	318.0	0.000251	0.17892931914346455
0.25	318.0	0.000394	0.1680605306790887
0.25	318.0	0.00158	0.1350274679906155
0.35	318.0	5.12e-06	0.3274708593574647
0.35	318.0	1e-05	0.3253076474092941
0.35	318.0	1.27e-05	0.31911732357225164
0.35	318.0	1.65e-05	0.3112790037499333
0.35	318.0	3.2e-05	0.2895907164977894
0.35	318.0	6.620000000000001e-05	0.2652227803664594
0.35	318.0	0.00013000000000000002	0.24287774722631858
0.35	318.0	0.00022	0.22573876594405926
0.35	318.0	0.0005	0.19954279862847157
0.35	318.0	0.00251	0.1496400879540322
0.4	318.0	1.3300000000000001e-05	0.3477107375614839
0.4	318.0	1.7e-05	0.3397380186800578
0.4	318.0	2.2e-05	0.33062068911447196
0.4	318.0	3.68e-05	0.31153402006205094
0.4	318.0	8.83e-05	0.27873422571304884
0.4	318.0	0.000176	0.25336457431959475
0.4	318.0	0.000294	0.23487179082269904
0.4	318.0	0.0006309999999999999	0.20794975060520574
0.5	318.0	7.32e-06	0.4048239666412383
0.5	318.0	1.58e-05	0.39635771917353024
0.5	318.0	2.12e-05	0.38485456168434
0.5	318.0	2.7600000000000014e-05	0.37352681055231085
0.5	318.0	3.98e-05	0.35718041943131607
0.5	318.0	0.0001	0.3156763723461727
0.5	318.0	0.000251	0.2753415219894749
0.5	318.0	0.000368	0.25901476176053867
0.5	318.0	0.0008	0.226696228313492
0.5	318.0	0.0032	0.17137459270826907
0.65	318.0	9.52e-06	0.46897638160204164
0.65	318.0	1.58e-05	0.46691130835083183
0.65	318.0	3.98e-05	0.4222453354259792
0.65	318.0	5.98e-05	0.3996193272041039
0.65	318.0	0.0001	0.3710765600688781
0.65	318.0	0.000251	0.32135885472119896
0.65	318.0	0.000478	0.28788509538787255
0.65	318.0	0.0008	0.26195093702326516
0.65	318.0	0.0032	0.19540882149145955
0.85	318.0	1.24e-05	0.5404777308524759
0.85	318.0	2e-05	0.5373897958766197
0.85	318.0	3.98e-05	0.4982428261943099
0.85	318.0	5e-05	0.48297260647537005
0.85	318.0	0.0001	0.43569769256103624
0.85	318.0	0.000251	0.37458062584038215
0.85	318.0	0.0008	0.30221667806837427
0.85	318.0	0.0032	0.22243611909684718
1.2	318.0	1.76e-05	0.6409636761460347
1.2	318.0	2e-05	0.643803794090859
1.2	318.0	3.2e-05	0.6260032442924484
1.2	318.0	6.31e-05	0.5719635321566621
1.2	318.0	8e-05	0.551275556184186
1.2	318.0	0.00013000000000000002	0.5089303634115184
1.2	318.0	0.00015800000000000002	0.4920871265496453
1.2	318.0	0.000398	0.4153232224381521
1.2	318.0	0.0013	0.3245414208364943
1.2	318.0	0.005	0.2313771112916145
1.5	318.0	1.85e-05	0.6965686412329788
1.5	318.0	2.2e-05	0.7100044643891504
1.5	318.0	3.2e-05	0.7050174581858026
