q2	x	redx
1.5	1e-05	0.5641685560753409
1.5	1.438449888287663e-05	0.6559890578895895
1.5	2.06913808111479e-05	0.715274188800966
1.5	2.9763514416313192e-05	0.7203419186587758
1.5	4.281332398719396e-05	0.6991642994237781
1.5	6.158482110660267e-05	0.6682643778410187
1.5	8.858667904100833e-05	0.6342566801758865
1.5	0.00012742749857031334	0.5996645322187432
1.5	0.00018329807108324357	0.5655184058264664
1.5	0.00026366508987303583	0.5322559320283863
1.5	0.000379269019073225	0.5000446481336773
1.5	0.0005455594781168515	0.4690011989283262
1.5	0.0007847599703514606	0.43916755643339245
1.5	0.0011288378916846883	0.41058111940050857
1.5	0.001623776739188721	0.38325203282452
1.5	0.002335721469090121	0.35718761547541955
1.5	0.003359818286283781	0.3323798160633326
1.5	0.004832930238571752	0.3088267967790114
1.5	0.0069519279617756054	0.28651610792949805
1.5	0.01	0.2654233750802497
8.5	1e-05	1.6756878732185658
8.5	1.438449888287663e-05	1.5056596833068925
8.5	2.06913808111479e-05	1.321384626086362
8.5	2.9763514416313192e-05	1.1308634100493435
8.5	4.281332398719396e-05	0.9974737637698742
8.5	6.158482110660267e-05	1.0538743722498922
8.5	8.858667904100833e-05	1.2166623453931076
8.5	0.00012742749857031334	1.2749079173526392
8.5	0.00018329807108324357	1.2397826345778562
8.5	0.00026366508987303583	1.167941236240066
8.5	0.000379269019073225	1.0857359326634337
8.5	0.0005455594781168515	1.0039130936007903
8.5	0.0007847599703514606	0.9248896932773668
8.5	0.0011288378916846883	0.8509253240964372
8.5	0.001623776739188721	0.7819518962703967
8.5	0.002335721469090121	0.7180887397423291
8.5	0.003359818286283781	0.6581936413138204
8.5	0.004832930238571752	0.6026668268600952
8.5	0.0069519279617756054	0.5513270792242306
8.5	0.01	0.5039002768349987
27.0	1e-05	2.901953888557988
27.0	1.438449888287663e-05	2.656873887702085
27.0	2.06913808111479e-05	2.4197752595058426
27.0	2.9763514416313192e-05	2.1870535097715518
27.0	4.281332398719396e-05	1.950450008096559
27.0	6.158482110660267e-05	1.706023037180863
27.0	8.858667904100833e-05	1.463637880171871
27.0	0.00012742749857031334	1.269281902241767
27.0	0.00018329807108324357	1.2624944966900546
27.0	0.00026366508987303583	1.4070101130175514
27.0	0.000379269019073225	1.4613631509794227
27.0	0.0005455594781168515	1.4091159366285428
27.0	0.0007847599703514606	1.3145166967086743
27.0	0.0011288378916846883	1.2100587538133334
27.0	0.001623776739188721	1.1077102767348772
27.0	0.002335721469090121	1.0100361824545867
27.0	0.003359818286283781	0.9207130325211959
27.0	0.004832930238571752	0.8383868723205673
27.0	0.0069519279617756054	0.7636413343747692
27.0	0.01	0.6943027355878779
200.0	1e-05	5.99480997100482
200.0	1.438449888287663e-05	5.46061340299252
200.0	2.06913808111479e-05	4.969407758554144
200.0	2.9763514416313192e-05	4.5090848295900345
200.0	4.281332398719396e-05	4.078538494139131
200.0	6.158482110660267e-05	3.70952805382511
200.0	8.858667904100833e-05	3.351009063279313
200.0	0.00012742749857031334	3.019440852216647
200.0	0.00018329807108324357	2.7074351660609035
200.0	0.00026366508987303583	2.4097401864551315
200.0	0.000379269019073225	2.120908467391156
200.0	0.0005455594781168515	1.8373232564005324
200.0	0.0007847599703514606	1.5758854973820031
200.0	0.0011288378916846883	1.4199073635560595
200.0	0.001623776739188721	1.4533565324691131
200.0	0.002335721469090121	1.5072426896755864
200.0	0.003359818286283781	1.459355574432995
200.0	0.004832930238571752	1.3559027888069501
200.0	0.0069519279617756054	1.2387002040595185
200.0	0.01	1.1239586955870287
