# 	par	q2	pt_low	pt_high	order
# 	pi0	0.2	1.0	5.0	4
cme	y	pt	dN
200.0	3.3	1.0	0.027946150761152436
200.0	3.3	1.5	0.002238887873233357
200.0	3.3	2.0	0.0002493093189405159
200.0	3.3	2.5	3.779212488579004e-05
200.0	3.3	3.0	6.679362940306571e-06
200.0	3.3	3.5	1.2525014233300314e-06
200.0	3.3	4.0	2.34120096117539e-07
200.0	3.3	4.5	4.1475928743342784e-08
