q2	x	cme	f2	fl	redx
0.4	1e-06	318.0	0.37517497108437226	0.11201922129616294	0.2631557497882093
0.4	1.6237767391887209e-06	318.0	0.3586291751702874	0.13060819148810457	0.22802098368218285
0.4	2.6366508987303555e-06	318.0	0.34238364484544564	0.11712745093861711	0.22525619390682855
0.4	4.281332398719396e-06	318.0	0.32656704751184934	0.05324878002517606	0.27331826748667326
0.4	6.951927961775606e-06	318.0	0.31106272504090815	0.016488745074586992	0.2945739799663212
0.4	1.1288378916846883e-05	318.0	0.29595354289053766	0.005012185605691049	0.2909413572848466
0.4	1.8329807108324375e-05	318.0	0.28127231710030876	0.0016064055725251286	0.27966591152778364
0.4	2.9763514416313192e-05	318.0	0.26703004897676547	0.0005382634405472855	0.26649178553621816
0.4	4.8329302385717524e-05	318.0	0.2532932978301148	0.00018576076079258194	0.2531075370693222
0.4	7.847599703514606e-05	318.0	0.24009696870033959	6.529013813299547e-05	0.24003167856220659
0.4	0.00012742749857031334	318.0	0.22742630326835148	2.320465412388766e-05	0.22740309861422758
0.4	0.00020691380811147902	318.0	0.21534211459268288	8.30344112259037e-06	0.21533381115156028
0.4	0.0003359818286283781	318.0	0.20386880456578174	2.9838053210052324e-06	0.20386582076046073
0.4	0.0005455594781168515	318.0	0.19304975535689292	1.0753061654751782e-06	0.19304868005072745
0.4	0.0008858667904100823	318.0	0.18291167621769372	3.88389583584447e-07	0.18291128782811014
0.4	0.0014384498882876629	318.0	0.17351887266014554	1.406021381770902e-07	0.17351873205800736
0.4	0.002335721469090121	318.0	0.16493858209304293	5.1038146445742205e-08	0.16493853105489648
0.4	0.003792690190732246	318.0	0.15725826925058237	1.85904802812927e-08	0.15725825066010207
0.4	0.00615848211066026	318.0	0.15051524168155003	6.802469438398501e-09	0.15051523487908058
0.4	0.01	318.0	0.14484171460651982	2.5040525941544307e-09	0.1448417121024672
